Trading_date,option_code,K,P,Trading_volume,Maturity_date,T,S,q,r,Rt,Rt2,sigma2,EWMA_sigma,estimated_sigma,spot_price_using_estimation,gap
2018/1/3,10001102,2.9,0.0304,143768,2018-01-24T00:00:00Z,0.057534247,2.912,0.02030313,0.015,0.00172,3.00E-06,0.000109,0.165867,0.128367,0.030382207,0
2018/1/4,10001102,2.9,0.0305,87384,2018-01-24T00:00:00Z,0.054794521,2.919,0.02030313,0.015,0.002404,6.00E-06,0.000103,0.161086,0.143286,0.0304945,0
2018/1/5,10001102,2.9,0.024,75701,2018-01-24T00:00:00Z,0.052054795,2.933,0.02030313,0.015,0.004796,2.30E-05,9.80E-05,0.157288,0.142988,0.02398892,0
2018/1/8,10001102,2.9,0.0192,74951,2018-01-24T00:00:00Z,0.043835616,2.944,0.02030313,0.015,0.00375,1.40E-05,9.30E-05,0.153192,0.151192,0.019198051,0
2018/1/9,10001103,2.95,0.0211,97405,2018-01-24T00:00:00Z,0.04109589,2.97,0.02030313,0.015,0.008832,7.80E-05,9.20E-05,0.152444,0.124444,0.021091788,0
2018/1/10,10001103,2.95,0.0155,148581,2018-01-24T00:00:00Z,0.038356164,2.994,0.02030313,0.015,0.008081,6.50E-05,9.10E-05,0.151103,0.140903,0.015485332,0
2018/1/11,10001104,3,0.034,118098,2018-01-24T00:00:00Z,0.035616438,2.991,0.02030313,0.015,-0.001002,1.00E-06,8.50E-05,0.146551,0.128451,0.033981367,0
2018/1/12,10001104,3,0.0212,119622,2018-01-24T00:00:00Z,0.032876712,3.018,0.02030313,0.015,0.009027,8.10E-05,8.50E-05,0.146358,0.133758,0.021193612,0
2018/1/15,10001104,3,0.0153,155633,2018-01-24T00:00:00Z,0.024657534,3.043,0.02030313,0.015,0.008284,6.90E-05,8.40E-05,0.14551,0.17031,0.015305925,0
2018/1/16,10001104,3,0.0078,109607,2018-01-24T00:00:00Z,0.021917808,3.064,0.02030313,0.015,0.006901,4.80E-05,8.20E-05,0.143606,0.163406,0.007808173,0
2018/1/17,10001154,3.1,0.0464,193258,2018-01-24T00:00:00Z,0.019178082,3.071,0.02030313,0.015,0.002285,5.00E-06,7.70E-05,0.139514,0.172914,0.046406255,0
2018/1/18,10001154,3.1,0.0253,123930,2018-01-24T00:00:00Z,0.016438356,3.106,0.02030313,0.015,0.011397,0.00013,8.00E-05,0.142339,0.176939,0.025303339,0
2018/1/19,10001154,3.1,0.0252,145190,2018-01-24T00:00:00Z,0.01369863,3.113,0.02030313,0.015,0.002254,5.00E-06,7.60E-05,0.138281,0.214981,0.02520455,0
2018/1/22,10001154,3.1,0.0078,106322,2018-01-24T00:00:00Z,0.005479452,3.129,0.02030313,0.015,0.00514,2.60E-05,7.30E-05,0.13555,0.20475,0.007801283,0
2018/1/23,10001162,3.1,0.0343,73615,2018-02-28T00:00:00Z,0.098630137,3.173,0.02030313,0.015,0.014062,0.000198,8.00E-05,0.142341,0.162441,0.03433092,0
2018/1/24,10001174,3.2,0.0855,91934,2018-02-28T00:00:00Z,0.095890411,3.172,0.02030313,0.015,-0.000315,0,7.60E-05,0.138011,0.177511,0.085519488,0
2018/1/25,10001174,3.2,0.0892,111153,2018-02-28T00:00:00Z,0.093150685,3.15,0.02030313,0.015,-0.006936,4.80E-05,7.40E-05,0.136497,0.155497,0.089230391,0
2018/1/26,10001162,3.1,0.026,93470,2018-02-28T00:00:00Z,0.090410959,3.171,0.02030313,0.015,0.006667,4.40E-05,7.20E-05,0.134854,0.143154,0.026032138,0
2018/1/29,10001162,3.1,0.0477,113635,2018-02-28T00:00:00Z,0.082191781,3.114,0.02030313,0.015,-0.017975,0.000323,8.70E-05,0.148256,0.151656,0.047731564,0
2018/1/30,10001162,3.1,0.0601,111126,2018-02-28T00:00:00Z,0.079452055,3.075,0.02030313,0.015,-0.012524,0.000157,9.10E-05,0.151765,0.131965,0.060076733,0
2018/1/31,10001162,3.1,0.0427,104481,2018-02-28T00:00:00Z,0.076712329,3.113,0.02030313,0.015,0.012358,0.000153,9.50E-05,0.15479,0.14099,0.042692415,0
2018/2/1,10001162,3.1,0.0331,97902,2018-02-28T00:00:00Z,0.073972603,3.134,0.02030313,0.015,0.006746,4.60E-05,9.20E-05,0.152349,0.141149,0.033082208,0
2018/2/2,10001162,3.1,0.028,120996,2018-02-28T00:00:00Z,0.071232877,3.145,0.02030313,0.015,0.00351,1.20E-05,8.70E-05,0.148337,0.140437,0.027977395,0
2018/2/5,10001162,3.1,0.019,120261,2018-02-28T00:00:00Z,0.063013699,3.18,0.02030313,0.015,0.011129,0.000124,9.00E-05,0.150188,0.154788,0.019022076,0
2018/2/6,10001162,3.1,0.0602,139160,2018-02-28T00:00:00Z,0.060273973,3.11,0.02030313,0.015,-0.022013,0.000485,0.000113,0.168906,0.212706,0.060211432,0
2018/2/7,10001161,3,0.0514,178665,2018-02-28T00:00:00Z,0.057534247,3.023,0.02030313,0.015,-0.027974,0.000783,0.000153,0.196596,0.214796,0.051424676,0
2018/2/8,10001161,3,0.0981,134071,2018-02-28T00:00:00Z,0.054794521,2.939,0.02030313,0.015,-0.027787,0.000772,0.00019,0.219101,0.225301,0.098117544,0
2018/2/9,10001159,2.65,0.055,86723,2018-02-28T00:00:00Z,0.052054795,2.803,0.02030313,0.015,-0.046274,0.002141,0.000308,0.278391,0.466091,0.055010869,0
2018/2/12,10001147,2.8,0.07,53646,2018-02-28T00:00:00Z,0.043835616,2.8,0.02030313,0.015,-0.00107,1.00E-06,0.000289,0.269942,0.298242,0.070011415,0
2018/2/13,10001147,2.8,0.0389,51258,2018-02-28T00:00:00Z,0.04109589,2.848,0.02030313,0.015,0.017143,0.000294,0.000289,0.270074,0.261174,0.038891209,0
2018/2/14,10001148,2.85,0.05,33695,2018-02-28T00:00:00Z,0.038356164,2.866,0.02030313,0.015,0.00632,4.00E-05,0.000274,0.262997,0.257097,0.049989758,0
2018/2/22,10001149,2.9,0.0283,43867,2018-02-28T00:00:00Z,0.016438356,2.925,0.02030313,0.015,0.020586,0.000424,0.000283,0.267255,0.264755,0.028286921,0
2018/2/23,10001150,2.95,0.0266,60484,2018-02-28T00:00:00Z,0.01369863,2.955,0.02030313,0.015,0.010256,0.000105,0.000273,0.262165,0.209865,0.026595052,0
2018/2/26,10001150,2.95,0.02,66837,2018-02-28T00:00:00Z,0.005479452,2.965,0.02030313,0.015,0.003384,1.10E-05,0.000257,0.254518,0.306918,0.020003654,0
2018/2/27,10001150,2.95,0.0446,75284,2018-02-28T00:00:00Z,0.002739726,2.92,0.02030313,0.015,-0.015177,0.00023,0.000255,0.253724,0.439924,0.044601124,0
2018/3/1,10001111,2.85,0.0533,59780,2018-03-28T00:00:00Z,0.073972603,2.884,0.02030313,0.015,0.004528,2.10E-05,0.000243,0.247375,0.220375,0.053287017,0
2018/3/2,10001111,2.85,0.064,56044,2018-03-28T00:00:00Z,0.071232877,2.856,0.02030313,0.015,-0.009709,9.40E-05,0.000234,0.242792,0.218892,0.063971823,0
2018/3/5,10001111,2.85,0.0569,55847,2018-03-28T00:00:00Z,0.063013699,2.855,0.02030313,0.015,-0.00035,0,0.00022,0.2354,0.2064,0.056889525,0
2018/3/6,10001111,2.85,0.0376,66152,2018-03-28T00:00:00Z,0.060273973,2.888,0.02030313,0.015,0.011559,0.000134,0.000215,0.232612,0.192712,0.037573184,0
2018/3/7,10001111,2.85,0.0492,73620,2018-03-28T00:00:00Z,0.057534247,2.871,0.02030313,0.015,-0.005886,3.50E-05,0.000204,0.226684,0.214684,0.049191913,0
2018/3/8,10001111,2.85,0.0326,60701,2018-03-28T00:00:00Z,0.054794521,2.893,0.02030313,0.015,0.007663,5.90E-05,0.000195,0.221789,0.189989,0.032579602,0
2018/3/9,10001112,2.9,0.047,52274,2018-03-28T00:00:00Z,0.052054795,2.903,0.02030313,0.015,0.003457,1.20E-05,0.000184,0.215452,0.182252,0.046993963,0
2018/3/12,10001112,2.9,0.0468,49480,2018-03-28T00:00:00Z,0.043835616,2.905,0.02030313,0.015,0.000689,0,0.000173,0.208906,0.201906,0.046777054,0
2018/3/13,10001112,2.9,0.0657,61921,2018-03-28T00:00:00Z,0.04109589,2.873,0.02030313,0.015,-0.011015,0.000121,0.00017,0.207021,0.217421,0.065710065,0
2018/3/14,10001111,2.85,0.038,55479,2018-03-28T00:00:00Z,0.038356164,2.863,0.02030313,0.015,-0.003481,1.20E-05,0.000161,0.201171,0.196871,0.037979384,0
2018/3/15,10001111,2.85,0.0231,53727,2018-03-28T00:00:00Z,0.035616438,2.89,0.02030313,0.015,0.009431,8.90E-05,0.000156,0.198459,0.183959,0.023080956,0
2018/3/16,10001112,2.9,0.0604,75047,2018-03-28T00:00:00Z,0.032876712,2.862,0.02030313,0.015,-0.009689,9.40E-05,0.000153,0.196067,0.182967,0.060396919,0
2018/3/19,10001111,2.85,0.0208,62860,2018-03-28T00:00:00Z,0.024657534,2.892,0.02030313,0.015,0.010482,0.00011,0.00015,0.194415,0.211615,0.020802314,0
2018/3/20,10001112,2.9,0.0369,54104,2018-03-28T00:00:00Z,0.021917808,2.895,0.02030313,0.015,0.001037,1.00E-06,0.000141,0.188535,0.199735,0.036900266,0
2018/3/21,10001112,2.9,0.0479,80901,2018-03-28T00:00:00Z,0.019178082,2.884,0.02030313,0.015,-0.0038,1.40E-05,0.000133,0.183388,0.245588,0.047905104,0
2018/3/22,10001111,2.85,0.028,88209,2018-03-28T00:00:00Z,0.016438356,2.857,0.02030313,0.015,-0.009362,8.80E-05,0.000131,0.181489,0.214289,0.028007568,0
2018/3/23,10001110,2.8,0.0769,95910,2018-03-28T00:00:00Z,0.01369863,2.781,0.02030313,0.015,-0.026601,0.000708,0.000165,0.204111,0.513411,0.076906017,0
2018/3/26,10001130,2.75,0.0347,74507,2018-03-28T00:00:00Z,0.005479452,2.734,0.02030313,0.015,-0.0169,0.000286,0.000173,0.20852,0.31962,0.034707715,0
2018/3/27,10001130,2.75,0.0265,62147,2018-03-28T00:00:00Z,0.002739726,2.739,0.02030313,0.015,0.001829,3.00E-06,0.000162,0.202292,0.357892,0.026500018,0
2018/3/28,10001257,2.7,0.0901,71760,2018-04-25T00:00:00Z,0.076712329,2.688,0.02030313,0.015,-0.01862,0.000347,0.000173,0.209067,0.280667,0.090115202,0
2018/3/29,10001257,2.7,0.0602,104745,2018-04-25T00:00:00Z,0.073972603,2.734,0.02030313,0.015,0.017113,0.000293,0.000181,0.213341,0.256541,0.060206185,0
2018/3/30,10001257,2.7,0.0668,62075,2018-04-25T00:00:00Z,0.071232877,2.713,0.02030313,0.015,-0.007681,5.90E-05,0.000173,0.208987,0.252387,0.066802157,0
2018/4/2,10001257,2.7,0.0699,71532,2018-04-25T00:00:00Z,0.063013699,2.702,0.02030313,0.015,-0.004055,1.60E-05,0.000164,0.203233,0.260833,0.069915109,0
2018/4/3,10001257,2.7,0.069,71988,2018-04-25T00:00:00Z,0.060273973,2.693,0.02030313,0.015,-0.003331,1.10E-05,0.000155,0.197467,0.246467,0.069016072,0
2018/4/4,10001257,2.7,0.0669,67378,2018-04-25T00:00:00Z,0.057534247,2.694,0.02030313,0.015,0.000371,0,0.000145,0.191457,0.246157,0.066920689,0
2018/4/9,10001257,2.7,0.0556,66129,2018-04-25T00:00:00Z,0.043835616,2.711,0.02030313,0.015,0.00631,4.00E-05,0.000139,0.187239,0.268639,0.055611492,0
2018/4/10,10001257,2.7,0.0262,88684,2018-04-25T00:00:00Z,0.04109589,2.775,0.02030313,0.015,0.023608,0.000557,0.000164,0.203425,0.251625,0.02620489,0
2018/4/11,10001258,2.75,0.0403,69348,2018-04-25T00:00:00Z,0.038356164,2.775,0.02030313,0.015,0,0,0.000154,0.197227,0.239227,0.040300879,0
2018/4/12,10001258,2.75,0.0535,70439,2018-04-25T00:00:00Z,0.035616438,2.742,0.02030313,0.015,-0.011892,0.000141,0.000154,0.196731,0.237831,0.05350939,0
2018/4/13,10001258,2.75,0.0652,77157,2018-04-25T00:00:00Z,0.032876712,2.717,0.02030313,0.015,-0.009117,8.30E-05,0.000149,0.194004,0.235704,0.065202866,0
2018/4/16,10001257,2.7,0.0716,107457,2018-04-25T00:00:00Z,0.024657534,2.655,0.02030313,0.015,-0.022819,0.000521,0.000172,0.207973,0.270773,0.071613491,0
2018/4/17,10001256,2.65,0.055,105983,2018-04-25T00:00:00Z,0.021917808,2.626,0.02030313,0.015,-0.010923,0.000119,0.000168,0.206062,0.267962,0.055000181,0
2018/4/18,10001256,2.65,0.0405,109801,2018-04-25T00:00:00Z,0.019178082,2.643,0.02030313,0.015,0.006474,4.20E-05,0.000161,0.201364,0.251464,0.040500486,0
2018/4/19,10001257,2.7,0.045,87984,2018-04-25T00:00:00Z,0.016438356,2.676,0.02030313,0.015,0.012486,0.000156,0.000161,0.201176,0.228576,0.045005084,0
2018/4/20,10001256,2.65,0.036,103347,2018-04-25T00:00:00Z,0.01369863,2.637,0.02030313,0.015,-0.014574,0.000212,0.000164,0.203113,0.234513,0.036009899,0
2018/4/23,10001256,2.65,0.0202,90458,2018-04-25T00:00:00Z,0.005479452,2.658,0.02030313,0.015,0.007964,6.30E-05,0.000158,0.199345,0.305745,0.020207111,0
2018/4/24,10001257,2.7,0.0101,80312,2018-04-25T00:00:00Z,0.002739726,2.718,0.02030313,0.015,0.022573,0.00051,0.000179,0.21227,0.31197,0.010101501,0
2018/4/26,10001296,2.7,0.0837,74981,2018-05-23T00:00:00Z,0.073972603,2.655,0.02030313,0.015,-0.014111,0.000199,0.000175,0.209826,0.199226,0.083678255,0
2018/4/27,10001295,2.65,0.0623,83411,2018-05-23T00:00:00Z,0.071232877,2.642,0.02030313,0.015,-0.004896,2.40E-05,0.000166,0.204323,0.205123,0.062315861,0
2018/5/2,10001295,2.65,0.0609,46467,2018-05-23T00:00:00Z,0.057534247,2.646,0.02030313,0.015,0.001514,2.00E-06,0.000156,0.198186,0.231086,0.060921103,0
2018/5/3,10001295,2.65,0.0582,60008,2018-05-23T00:00:00Z,0.054794521,2.654,0.02030313,0.015,0.003023,9.00E-06,0.000147,0.192507,0.241807,0.058220236,0
2018/5/4,10001295,2.65,0.0683,53980,2018-05-23T00:00:00Z,0.052054795,2.634,0.02030313,0.015,-0.007536,5.70E-05,0.000142,0.188929,0.248029,0.068312027,0
2018/5/7,10001295,2.65,0.0466,68039,2018-05-23T00:00:00Z,0.043835616,2.674,0.02030313,0.015,0.015186,0.000231,0.000147,0.192456,0.259056,0.046619956,0
2018/5/8,10001296,2.7,0.0459,91350,2018-05-23T00:00:00Z,0.04109589,2.714,0.02030313,0.015,0.014959,0.000224,0.000152,0.195449,0.239249,0.045907261,0
2018/5/9,10001296,2.7,0.0446,72322,2018-05-23T00:00:00Z,0.038356164,2.711,0.02030313,0.015,-0.001105,1.00E-06,0.000143,0.189544,0.235044,0.044600194,0
2018/5/10,10001296,2.7,0.0335,69942,2018-05-23T00:00:00Z,0.035616438,2.723,0.02030313,0.015,0.004426,2.00E-05,0.000135,0.184574,0.214874,0.033512079,0
2018/5/11,10001296,2.7,0.0345,57966,2018-05-23T00:00:00Z,0.032876712,2.716,0.02030313,0.015,-0.002571,7.00E-06,0.000127,0.17923,0.21363,0.034518074,0
2018/5/14,10001296,2.7,0.0202,69655,2018-05-23T00:00:00Z,0.024657534,2.745,0.02030313,0.015,0.010677,0.000114,0.000127,0.178661,0.225661,0.020202222,0
2018/5/15,10001297,2.75,0.0377,77756,2018-05-23T00:00:00Z,0.021917808,2.74,0.02030313,0.015,-0.001821,3.00E-06,0.000119,0.173363,0.199263,0.03771127,0
2018/5/16,10001296,2.7,0.0269,85930,2018-05-23T00:00:00Z,0.019178082,2.705,0.02030313,0.015,-0.012774,0.000163,0.000122,0.175267,0.195667,0.026902545,0
2018/5/17,10001296,2.7,0.0305,88254,2018-05-23T00:00:00Z,0.016438356,2.689,0.02030313,0.015,-0.005915,3.50E-05,0.000117,0.171477,0.177677,0.030504821,0
2018/5/18,10001296,2.7,0.0108,110416,2018-05-23T00:00:00Z,0.01369863,2.733,0.02030313,0.015,0.016363,0.000268,0.000126,0.178013,0.186713,0.01080449,0
2018/5/21,10001297,2.75,0.027,76265,2018-05-23T00:00:00Z,0.005479452,2.736,0.02030313,0.015,0.001098,1.00E-06,0.000118,0.172643,0.236443,0.027007511,0
2018/5/22,10001296,2.7,0.006,81702,2018-05-23T00:00:00Z,0.002739726,2.717,0.02030313,0.015,-0.006944,4.80E-05,0.000114,0.169547,0.225047,0.006004756,0
2018/5/24,10001140,2.7,0.0718,62985,2018-06-27T00:00:00Z,0.093150685,2.655,0.02030313,0.015,-0.006362,4.00E-05,0.000119,0.172948,0.138048,0.071786118,0
2018/5/25,10001169,2.65,0.0463,59234,2018-06-27T00:00:00Z,0.090410959,2.654,0.02030313,0.015,-0.000377,0,0.000112,0.167686,0.149986,0.046284096,0
2018/5/28,10001169,2.65,0.0391,52624,2018-06-27T00:00:00Z,0.082191781,2.668,0.02030313,0.015,0.005275,2.80E-05,0.000107,0.163866,0.154866,0.039094706,0
2018/5/29,10001169,2.65,0.0444,66374,2018-06-27T00:00:00Z,0.079452055,2.655,0.02030313,0.015,-0.004873,2.40E-05,0.000102,0.16,0.1554,0.044370752,0
2018/5/30,10001240,2.6,0.0556,115053,2018-06-27T00:00:00Z,0.076712329,2.601,0.02030313,0.015,-0.020339,0.000414,0.00012,0.174123,0.193723,0.05561174,0
2018/5/31,10001240,2.6,0.032,80028,2018-06-27T00:00:00Z,0.073972603,2.651,0.02030313,0.015,0.019223,0.00037,0.000135,0.184627,0.187327,0.032012141,0
2018/6/1,10001169,2.65,0.0558,54987,2018-06-27T00:00:00Z,0.071232877,2.643,0.02030313,0.015,-0.003018,9.00E-06,0.000128,0.179386,0.183786,0.055811399,0
2018/6/4,10001169,2.65,0.034,61362,2018-06-27T00:00:00Z,0.063013699,2.686,0.02030313,0.015,0.016269,0.000265,0.000136,0.18507,0.18577,0.034001146,0
2018/6/5,10001140,2.7,0.0482,60258,2018-06-27T00:00:00Z,0.060273973,2.696,0.02030313,0.015,0.003723,1.40E-05,0.000129,0.180015,0.173215,0.04818981,0
2018/6/6,10001140,2.7,0.0517,54604,2018-06-27T00:00:00Z,0.057534247,2.686,0.02030313,0.015,-0.003709,1.40E-05,0.000122,0.175126,0.170526,0.051696462,0
2018/6/7,10001140,2.7,0.046,79343,2018-06-27T00:00:00Z,0.054794521,2.694,0.02030313,0.015,0.002978,9.00E-06,0.000115,0.170185,0.168985,0.045991175,0
2018/6/8,10001169,2.65,0.0435,88880,2018-06-27T00:00:00Z,0.052054795,2.652,0.02030313,0.015,-0.01559,0.000243,0.000123,0.175785,0.183085,0.043503283,0
2018/6/11,10001169,2.65,0.039,76265,2018-06-27T00:00:00Z,0.043835616,2.663,0.02030313,0.015,0.004148,1.70E-05,0.000116,0.171191,0.202691,0.039020801,0
2018/6/12,10001169,2.65,0.0259,87737,2018-06-27T00:00:00Z,0.04109589,2.688,0.02030313,0.015,0.009388,8.80E-05,0.000115,0.169943,0.194643,0.025907433,0
2018/6/13,10001169,2.65,0.0309,60224,2018-06-27T00:00:00Z,0.038356164,2.672,0.02030313,0.015,-0.005952,3.50E-05,0.00011,0.166383,0.196083,0.030909924,0
2018/6/14,10001169,2.65,0.0283,86871,2018-06-27T00:00:00Z,0.035616438,2.675,0.02030313,0.015,0.001123,1.00E-06,0.000103,0.161374,0.196374,0.028303,0
2018/6/15,10001140,2.7,0.048,71240,2018-06-27T00:00:00Z,0.032876712,2.678,0.02030313,0.015,0.001121,1.00E-06,9.70E-05,0.156518,0.183418,0.048001838,0
2018/6/19,10001169,2.65,0.0648,101073,2018-06-27T00:00:00Z,0.021917808,2.612,0.02030313,0.015,-0.024645,0.000607,0.000128,0.179477,0.276677,0.064805466,0
2018/6/20,10001240,2.6,0.027,117321,2018-06-27T00:00:00Z,0.019178082,2.61,0.02030313,0.015,-0.000766,1.00E-06,0.00012,0.174035,0.219935,0.027013021,0
2018/6/21,10001240,2.6,0.0295,105090,2018-06-27T00:00:00Z,0.016438356,2.592,0.02030313,0.015,-0.006897,4.80E-05,0.000116,0.17085,0.18975,0.029513045,0
2018/6/22,10001240,2.6,0.0236,120888,2018-06-27T00:00:00Z,0.01369863,2.598,0.02030313,0.015,0.002315,5.00E-06,0.000109,0.16589,0.18539,0.023603057,0
2018/6/25,10001240,2.6,0.056,119866,2018-06-27T00:00:00Z,0.005479452,2.548,0.02030313,0.015,-0.019246,0.00037,0.000125,0.177394,0.264394,0.056003357,0
2018/6/26,10001274,2.55,0.0334,156987,2018-06-27T00:00:00Z,0.002739726,2.52,0.02030313,0.015,-0.010989,0.000121,0.000125,0.177219,0.251919,0.033400804,0
2018/6/28,10001356,2.4,0.041,135540,2018-07-25T00:00:00Z,0.073972603,2.441,0.02030313,0.015,-0.009736,9.50E-05,0.000143,0.189616,0.224416,0.041002756,0
2018/6/29,10001344,2.45,0.0362,92550,2018-07-25T00:00:00Z,0.071232877,2.495,0.02030313,0.015,0.022122,0.000489,0.000163,0.202969,0.210969,0.036212122,0
2018/7/2,10001356,2.4,0.0683,117707,2018-07-25T00:00:00Z,0.063013699,2.402,0.02030313,0.015,-0.037275,0.001389,0.000237,0.244402,0.287002,0.068320689,0
2018/7/3,10001366,2.35,0.0392,140424,2018-07-25T00:00:00Z,0.060273973,2.41,0.02030313,0.015,0.003331,1.10E-05,0.000223,0.23731,0.27721,0.039216916,0
2018/7/4,10001356,2.4,0.0693,100667,2018-07-25T00:00:00Z,0.057534247,2.39,0.02030313,0.015,-0.008299,6.90E-05,0.000214,0.232333,0.278733,0.069306721,0
2018/7/5,10001356,2.4,0.069,95462,2018-07-25T00:00:00Z,0.054794521,2.391,0.02030313,0.015,0.000418,0,0.000201,0.225261,0.286661,0.069013184,0
2018/7/6,10001356,2.4,0.049,110765,2018-07-25T00:00:00Z,0.052054795,2.425,0.02030313,0.015,0.01422,0.000202,0.000201,0.225289,0.275289,0.049005466,0
2018/7/9,10001344,2.45,0.0316,93096,2018-07-25T00:00:00Z,0.043835616,2.496,0.02030313,0.015,0.029278,0.000857,0.000241,0.246315,0.247715,0.031600347,0
2018/7/10,10001344,2.45,0.0313,82934,2018-07-25T00:00:00Z,0.04109589,2.493,0.02030313,0.015,-0.001202,1.00E-06,0.000226,0.238857,0.248657,0.031301177,0
2018/7/11,10001344,2.45,0.0497,119404,2018-07-25T00:00:00Z,0.038356164,2.454,0.02030313,0.015,-0.015644,0.000245,0.000227,0.239436,0.268736,0.049712902,0
2018/7/12,10001344,2.45,0.0265,119234,2018-07-25T00:00:00Z,0.035616438,2.505,0.02030313,0.015,0.020782,0.000432,0.00024,0.245806,0.263006,0.026515601,0
2018/7/13,10001345,2.5,0.0404,72710,2018-07-25T00:00:00Z,0.032876712,2.509,0.02030313,0.015,0.001597,3.00E-06,0.000226,0.238398,0.246098,0.040406404,0
2018/7/16,10001345,2.5,0.0448,108021,2018-07-25T00:00:00Z,0.024657534,2.49,0.02030313,0.015,-0.007573,5.70E-05,0.000215,0.233004,0.252404,0.044806321,0
2018/7/17,10001344,2.45,0.0257,101307,2018-07-25T00:00:00Z,0.021917808,2.475,0.02030313,0.015,-0.006024,3.60E-05,0.000205,0.227117,0.252717,0.025700521,0
2018/7/18,10001344,2.45,0.0259,124276,2018-07-25T00:00:00Z,0.019178082,2.463,0.02030313,0.015,-0.004848,2.40E-05,0.000194,0.221004,0.235004,0.025913123,0
2018/7/19,10001345,2.5,0.0423,121754,2018-07-25T00:00:00Z,0.016438356,2.474,0.02030313,0.015,0.004466,2.00E-05,0.000183,0.214974,0.213974,0.042299418,0
2018/7/20,10001344,2.45,0.0036,165832,2018-07-25T00:00:00Z,0.01369863,2.54,0.02030313,0.015,0.026677,0.000712,0.000215,0.232812,0.245512,0.003602798,0
2018/7/23,10001346,2.55,0.014,110302,2018-07-25T00:00:00Z,0.005479452,2.569,0.02030313,0.015,0.011417,0.00013,0.00021,0.230044,0.293644,0.014002278,0
2018/7/24,10001347,2.6,0.0155,92657,2018-07-25T00:00:00Z,0.002739726,2.61,0.02030313,0.015,0.01596,0.000255,0.000213,0.231509,0.369409,0.015504165,0
2018/7/26,10001401,2.6,0.0743,76830,2018-08-22T00:00:00Z,0.073972603,2.575,0.02030313,0.015,-0.013032,0.00017,0.000198,0.223445,0.215445,0.074276741,0
2018/7/27,10001400,2.55,0.0456,72109,2018-08-22T00:00:00Z,0.071232877,2.575,0.02030313,0.015,0,0,0.000186,0.216638,0.208438,0.045596188,0
2018/7/30,10001400,2.55,0.0399,87252,2018-08-22T00:00:00Z,0.063013699,2.587,0.02030313,0.015,0.00466,2.20E-05,0.000176,0.210818,0.218518,0.039923703,0
2018/7/31,10001400,2.55,0.0358,66854,2018-08-22T00:00:00Z,0.060273973,2.595,0.02030313,0.015,0.003092,1.00E-05,0.000166,0.204749,0.218949,0.035823154,0
2018/8/1,10001401,2.6,0.0945,123825,2018-08-22T00:00:00Z,0.057534247,2.537,0.02030313,0.015,-0.022351,0.0005,0.000186,0.216703,0.232503,0.094505543,0
2018/8/2,10001398,2.45,0.0436,180922,2018-08-22T00:00:00Z,0.054794521,2.484,0.02030313,0.015,-0.020891,0.000436,0.000201,0.225258,0.255258,0.043606227,0
2018/8/3,10001398,2.45,0.0533,127625,2018-08-22T00:00:00Z,0.052054795,2.457,0.02030313,0.015,-0.01087,0.000118,0.000196,0.222448,0.252848,0.053303984,0
2018/8/6,10001398,2.45,0.051,136918,2018-08-22T00:00:00Z,0.043835616,2.455,0.02030313,0.015,-0.000814,1.00E-06,0.000185,0.215695,0.259895,0.051007406,0
2018/8/7,10001398,2.45,0.0239,130016,2018-08-22T00:00:00Z,0.04109589,2.53,0.02030313,0.015,0.03055,0.000933,0.00023,0.240508,0.271808,0.023910483,0
2018/8/8,10001399,2.5,0.0544,102121,2018-08-22T00:00:00Z,0.038356164,2.494,0.02030313,0.015,-0.014229,0.000202,0.000228,0.239656,0.262056,0.054403213,0
2018/8/9,10001399,2.5,0.0298,152305,2018-08-22T00:00:00Z,0.035616438,2.551,0.02030313,0.015,0.022855,0.000522,0.000246,0.24877,0.26917,0.029812397,0
2018/8/10,10001400,2.55,0.0452,113541,2018-08-22T00:00:00Z,0.032876712,2.551,0.02030313,0.015,0,0,0.000231,0.241192,0.246692,0.045205757,0
2018/8/13,10001399,2.5,0.0312,191431,2018-08-22T00:00:00Z,0.024657534,2.526,0.02030313,0.015,-0.0098,9.60E-05,0.000223,0.236929,0.272129,0.031205804,0
2018/8/14,10001399,2.5,0.0319,147508,2018-08-22T00:00:00Z,0.021917808,2.518,0.02030313,0.015,-0.003167,1.00E-05,0.00021,0.230041,0.270941,0.031900439,0
2018/8/15,10001399,2.5,0.0652,163271,2018-08-22T00:00:00Z,0.019178082,2.454,0.02030313,0.015,-0.025417,0.000646,0.000236,0.24395,0.27535,0.065211646,0
2018/8/16,10001398,2.45,0.0343,193165,2018-08-22T00:00:00Z,0.016438356,2.453,0.02030313,0.015,-0.000407,0,0.000222,0.236524,0.284624,0.034301906,0
2018/8/17,10001398,2.45,0.0455,175147,2018-08-22T00:00:00Z,0.01369863,2.42,0.02030313,0.015,-0.013453,0.000181,0.00022,0.235209,0.245109,0.045504975,0
2018/8/20,10001398,2.45,0.0192,172303,2018-08-22T00:00:00Z,0.005479452,2.458,0.02030313,0.015,0.015702,0.000247,0.000221,0.236076,0.316676,0.019200138,0
2018/8/21,10001399,2.5,0.0158,124210,2018-08-22T00:00:00Z,0.002739726,2.496,0.02030313,0.015,0.01546,0.000239,0.000222,0.236647,0.262447,0.015801684,0
