Trading_date,Option_code,K,C,Trading_volume,Maturity_date,T,S,q,r,Rt,Rt2,sigma2,EWMA_sigma,estimated_sigma,spot_price_using_estimation,gap
2016/9/14,10000595,2.25,0.0142,23837,2016-09-28T00:00:00Z,0.038356164,2.229,0.02030313,0.015,-0.005798,3.40E-05,5.00E-05,0.112650874,0.133750874,0.014213098,0
2016/9/19,10000599,2.3,0.0043,29258,2016-09-28T00:00:00Z,0.024657534,2.242,0.02030313,0.015,0.005832,3.40E-05,4.90E-05,0.111548682,0.156948682,0.004302452,0
2016/9/20,10000595,2.25,0.0115,18627,2016-09-28T00:00:00Z,0.021917808,2.239,0.02030313,0.015,-0.001338,2.00E-06,4.70E-05,0.108275547,0.124775547,0.011512035,0
2016/9/21,10000595,2.25,0.014,23078,2016-09-28T00:00:00Z,0.019178082,2.243,0.02030313,0.015,0.001787,3.00E-06,4.40E-05,0.105206634,0.140106634,0.014008431,0
2016/9/22,10000595,2.25,0.0146,46666,2016-09-28T00:00:00Z,0.016438356,2.255,0.02030313,0.015,0.00535,2.90E-05,4.30E-05,0.104101385,0.104601385,0.014601045,0
2016/9/23,10000595,2.25,0.009,29604,2016-09-28T00:00:00Z,0.01369863,2.249,0.02030313,0.015,-0.002661,7.00E-06,4.10E-05,0.101458938,0.091058938,0.00899172,0
2016/9/26,10000595,2.25,0.0021,29910,2016-09-28T00:00:00Z,0.005479452,2.222,0.02030313,0.015,-0.012005,0.000144,4.70E-05,0.108882955,0.163582955,0.002102848,0
2016/9/27,10000700,2.25,0.022,32762,2016-10-26T00:00:00Z,0.079452055,2.229,0.02030313,0.015,0.00315,1.00E-05,4.50E-05,0.106274297,0.126374297,0.022017246,0
2016/9/28,10000700,2.25,0.019,29629,2016-10-26T00:00:00Z,0.076712329,2.219,0.02030313,0.015,-0.004486,2.00E-05,4.30E-05,0.104503078,0.131803078,0.01901845,0
2016/9/29,10000700,2.25,0.0204,34602,2016-10-26T00:00:00Z,0.073972603,2.23,0.02030313,0.015,0.004957,2.50E-05,4.20E-05,0.103136775,0.122236775,0.020402025,0
2016/9/30,10000700,2.25,0.0241,29367,2016-10-26T00:00:00Z,0.071232877,2.235,0.02030313,0.015,0.002242,5.00E-06,4.00E-05,0.100374173,0.131674173,0.024117963,0
2016/10/10,10000700,2.25,0.0304,57287,2016-10-26T00:00:00Z,0.043835616,2.262,0.02030313,0.015,0.012081,0.000146,4.60E-05,0.108060536,0.128760536,0.030407149,0
2016/10/11,10000700,2.25,0.0292,34416,2016-10-26T00:00:00Z,0.04109589,2.265,0.02030313,0.015,0.001326,2.00E-06,4.40E-05,0.104895425,0.116095425,0.029213525,0
2016/10/12,10000700,2.25,0.0231,25622,2016-10-26T00:00:00Z,0.038356164,2.257,0.02030313,0.015,-0.003532,1.20E-05,4.20E-05,0.102623051,0.111823051,0.023116132,0
2016/10/13,10000700,2.25,0.0207,29833,2016-10-26T00:00:00Z,0.035616438,2.257,0.02030313,0.015,0,0,3.90E-05,0.099496739,0.101596739,0.020710469,0
2016/10/14,10000700,2.25,0.0248,38326,2016-10-26T00:00:00Z,0.032876712,2.266,0.02030313,0.015,0.003988,1.60E-05,3.80E-05,0.097703873,0.096703873,0.024795029,0
2016/10/17,10000700,2.25,0.0124,41153,2016-10-26T00:00:00Z,0.024657534,2.25,0.02030313,0.015,-0.007061,5.00E-05,3.90E-05,0.098626119,0.089026119,0.012396241,0
2016/10/18,10000700,2.25,0.034,74564,2016-10-26T00:00:00Z,0.021917808,2.282,0.02030313,0.015,0.014222,0.000202,4.80E-05,0.1104619,0.0898619,0.033992609,0
2016/10/19,10000700,2.25,0.0297,50802,2016-10-26T00:00:00Z,0.019178082,2.279,0.02030313,0.015,-0.001315,2.00E-06,4.60E-05,0.107218715,0.069218715,0.029695724,0
2016/10/20,10000700,2.25,0.0313,33963,2016-10-26T00:00:00Z,0.016438356,2.28,0.02030313,0.015,0.000439,0,4.30E-05,0.103966403,0.087466403,0.031298152,0
2016/10/24,10000701,2.3,0.0243,79142,2016-10-26T00:00:00Z,0.005479452,2.324,0.02030313,0.015,0.012636,0.00016,5.00E-05,0.112161762,0.088461762,0.024298547,0
2016/10/25,10000717,2.3,0.042,36194,2016-11-23T00:00:00Z,0.079452055,2.319,0.02030313,0.015,-0.002151,5.00E-06,4.70E-05,0.109066185,0.124266185,0.042023258,0
2016/10/26,10000717,2.3,0.0369,43002,2016-11-23T00:00:00Z,0.076712329,2.311,0.02030313,0.015,-0.00345,1.20E-05,4.50E-05,0.10659103,0.12439103,0.036921458,0
2016/10/27,10000717,2.3,0.0326,42220,2016-11-23T00:00:00Z,0.073972603,2.305,0.02030313,0.015,-0.002596,7.00E-06,4.30E-05,0.103835773,0.122335773,0.032611224,0
2016/10/28,10000717,2.3,0.0325,67639,2016-11-23T00:00:00Z,0.071232877,2.307,0.02030313,0.015,0.000868,1.00E-06,4.00E-05,0.100729037,0.119829037,0.032514485,0
2016/10/31,10000717,2.3,0.0296,44668,2016-11-23T00:00:00Z,0.063013699,2.305,0.02030313,0.015,-0.000867,1.00E-06,3.80E-05,0.097718587,0.119218587,0.029622851,0
2016/11/1,10000717,2.3,0.0363,51551,2016-11-23T00:00:00Z,0.060273973,2.316,0.02030313,0.015,0.004772,2.30E-05,3.70E-05,0.096541872,0.124141872,0.036311942,0
2016/11/2,10000717,2.3,0.0282,55223,2016-11-23T00:00:00Z,0.057534247,2.3,0.02030313,0.015,-0.006908,4.80E-05,3.80E-05,0.097379378,0.129879378,0.028205883,0
2016/11/3,10000717,2.3,0.0428,107698,2016-11-23T00:00:00Z,0.054794521,2.327,0.02030313,0.015,0.011739,0.000138,4.40E-05,0.1048686,0.1282686,0.042800172,0
2016/11/4,10000717,2.3,0.0409,57099,2016-11-23T00:00:00Z,0.052054795,2.324,0.02030313,0.015,-0.001289,2.00E-06,4.10E-05,0.101797389,0.131697389,0.040908941,0
2016/11/7,10000717,2.3,0.045,36525,2016-11-23T00:00:00Z,0.043835616,2.33,0.02030313,0.015,0.002582,7.00E-06,3.90E-05,0.099205482,0.144105482,0.04500227,0
2016/11/8,10000723,2.35,0.0228,70030,2016-11-23T00:00:00Z,0.04109589,2.338,0.02030313,0.015,0.003433,1.20E-05,3.70E-05,0.097105458,0.151105458,0.022805478,0
2016/11/9,10000717,2.3,0.0337,97292,2016-11-23T00:00:00Z,0.038356164,2.32,0.02030313,0.015,-0.007699,5.90E-05,3.90E-05,0.098792245,0.125392245,0.033701006,0
2016/11/10,10000723,2.35,0.0191,70227,2016-11-23T00:00:00Z,0.035616438,2.344,0.02030313,0.015,0.010345,0.000107,4.30E-05,0.103886414,0.125586414,0.01910624,0
2016/11/11,10000723,2.35,0.0278,87182,2016-11-23T00:00:00Z,0.032876712,2.363,0.02030313,0.015,0.008106,6.60E-05,4.40E-05,0.105538091,0.122838091,0.027816345,0
2016/11/14,10000723,2.35,0.0305,103268,2016-11-23T00:00:00Z,0.024657534,2.374,0.02030313,0.015,0.004655,2.20E-05,4.30E-05,0.103911698,0.107811698,0.0305053,0
2016/11/15,10000723,2.35,0.0271,42862,2016-11-23T00:00:00Z,0.021917808,2.366,0.02030313,0.015,-0.00337,1.10E-05,4.10E-05,0.101594697,0.130594697,0.027111284,0
2016/11/16,10000723,2.35,0.024,42004,2016-11-23T00:00:00Z,0.019178082,2.361,0.02030313,0.015,-0.002113,4.00E-06,3.90E-05,0.098841885,0.139341885,0.024010875,0
2016/11/17,10000723,2.35,0.0248,42150,2016-11-23T00:00:00Z,0.016438356,2.369,0.02030313,0.015,0.003388,1.10E-05,3.70E-05,0.096732265,0.110732265,0.024803561,0
2016/11/18,10000723,2.35,0.017,49523,2016-11-23T00:00:00Z,0.01369863,2.363,0.02030313,0.015,-0.002533,6.00E-06,3.50E-05,0.094301075,0.083601075,0.016997108,0
2016/11/22,10000691,2.4,0.0376,56101,2016-12-28T00:00:00Z,0.098630137,2.408,0.02030313,0.015,0.007531,5.70E-05,4.20E-05,0.102814374,0.113614374,0.037629754,0
2016/11/23,10000691,2.4,0.0395,75743,2016-12-28T00:00:00Z,0.095890411,2.415,0.02030313,0.015,0.002907,8.00E-06,4.00E-05,0.100321082,0.108321082,0.039503364,0
2016/11/24,10000691,2.4,0.0434,65208,2016-12-28T00:00:00Z,0.093150685,2.425,0.02030313,0.015,0.004141,1.70E-05,3.90E-05,0.098588588,0.102488588,0.043422733,0
2016/11/25,10000691,2.4,0.0626,76709,2016-12-28T00:00:00Z,0.090410959,2.451,0.02030313,0.015,0.010722,0.000115,4.30E-05,0.104281485,0.109181485,0.062609486,0
2016/11/28,10000692,2.45,0.0446,107404,2016-12-28T00:00:00Z,0.082191781,2.46,0.02030313,0.015,0.003672,1.30E-05,4.10E-05,0.102107879,0.142707879,0.044625995,0
2016/11/29,10000692,2.397,0.0656,68011,2016-12-28T00:00:00Z,0.079452055,2.446,0.02030313,0.015,-0.005691,3.20E-05,4.10E-05,0.101440457,0.135340457,0.065609912,0
2016/11/30,10000807,2.55,0.0112,51961,2016-12-28T00:00:00Z,0.076712329,2.419,0.02030313,0.015,-0.011038,0.000122,4.60E-05,0.10730835,0.19320835,0.011200808,0
2016/12/1,10000692,2.397,0.0607,37533,2016-12-28T00:00:00Z,0.073972603,2.433,0.02030313,0.015,0.005788,3.30E-05,4.50E-05,0.106445416,0.156045416,0.060701225,0
2016/12/2,10000769,2.4,0.0458,50338,2016-12-28T00:00:00Z,0.071232877,2.416,0.02030313,0.015,-0.006987,4.90E-05,4.50E-05,0.106719137,0.147619137,0.045811326,0
2016/12/5,10000769,2.4,0.0261,55724,2016-12-28T00:00:00Z,0.063013699,2.373,0.02030313,0.015,-0.017798,0.000317,6.10E-05,0.124479666,0.160879666,0.026106997,0
2016/12/6,10000769,2.4,0.0221,36910,2016-12-28T00:00:00Z,0.060273973,2.368,0.02030313,0.015,-0.002107,4.00E-06,5.80E-05,0.120965296,0.154965296,0.022112063,0
2016/12/7,10000768,2.35,0.0458,36209,2016-12-28T00:00:00Z,0.057534247,2.375,0.02030313,0.015,0.002956,9.00E-06,5.50E-05,0.117842147,0.142742147,0.045803958,0
2016/12/8,10000769,2.4,0.0189,38736,2016-12-28T00:00:00Z,0.054794521,2.38,0.02030313,0.015,0.002105,4.00E-06,5.20E-05,0.114545096,0.125745096,0.018904139,0
2016/12/9,10000769,2.4,0.0332,80438,2016-12-28T00:00:00Z,0.052054795,2.413,0.02030313,0.015,0.013866,0.000192,6.00E-05,0.123451267,0.121451267,0.033193175,0
2016/12/12,10000769,2.4,0.0238,84100,2016-12-28T00:00:00Z,0.043835616,2.386,0.02030313,0.015,-0.011189,0.000125,6.40E-05,0.127353303,0.152853303,0.023804403,0
2016/12/13,10000769,2.4,0.0181,46756,2016-12-28T00:00:00Z,0.04109589,2.371,0.02030313,0.015,-0.006287,4.00E-05,6.30E-05,0.125870204,0.158870204,0.018110455,0
2016/12/14,10000768,2.35,0.0354,48051,2016-12-28T00:00:00Z,0.038356164,2.36,0.02030313,0.015,-0.004639,2.20E-05,6.00E-05,0.123361875,0.165461875,0.0354168,0
2016/12/15,10000768,2.35,0.0141,73036,2016-12-28T00:00:00Z,0.035616438,2.308,0.02030313,0.015,-0.022034,0.000485,8.60E-05,0.147124819,0.175624819,0.01410545,0
2016/12/16,10000767,2.3,0.0231,51065,2016-12-28T00:00:00Z,0.032876712,2.301,0.02030313,0.015,-0.003033,9.00E-06,8.10E-05,0.143129498,0.137029498,0.023089641,0
2016/12/19,10000767,2.3,0.0165,32028,2016-12-28T00:00:00Z,0.024657534,2.293,0.02030313,0.015,-0.003477,1.20E-05,7.70E-05,0.139426172,0.138626172,0.016497822,0
2016/12/20,10000767,2.3,0.0124,44924,2016-12-28T00:00:00Z,0.021917808,2.281,0.02030313,0.015,-0.005233,2.70E-05,7.40E-05,0.136701788,0.152501788,0.012407685,0
2016/12/21,10000767,2.3,0.0192,55865,2016-12-28T00:00:00Z,0.019178082,2.298,0.02030313,0.015,0.007453,5.60E-05,7.30E-05,0.135668644,0.159868644,0.019201285,0
2016/12/22,10000767,2.3,0.0132,39762,2016-12-28T00:00:00Z,0.016438356,2.292,0.02030313,0.015,-0.002611,7.00E-06,6.90E-05,0.131926863,0.144726863,0.013206226,0
2016/12/23,10000767,2.3,0.0058,34342,2016-12-28T00:00:00Z,0.01369863,2.279,0.02030313,0.015,-0.005672,3.20E-05,6.70E-05,0.129795351,0.129995351,0.005801457,0
2016/12/27,10000777,2.3,0.0378,44154,2017-01-25T00:00:00Z,0.079452055,2.289,0.02030313,0.015,-0.003916,1.50E-05,6.40E-05,0.126908027,0.168908027,0.037801995,0
2016/12/28,10000777,2.3,0.0328,47435,2017-01-25T00:00:00Z,0.076712329,2.278,0.02030313,0.015,-0.004806,2.30E-05,6.10E-05,0.124452744,0.171452744,0.032811398,0
2016/12/29,10000777,2.3,0.0335,48858,2017-01-25T00:00:00Z,0.073972603,2.278,0.02030313,0.015,0,0,5.80E-05,0.120661412,0.177461412,0.033521293,0
2016/12/30,10000777,2.3,0.0363,43656,2017-01-25T00:00:00Z,0.071232877,2.287,0.02030313,0.015,0.003951,1.60E-05,5.50E-05,0.117989979,0.175789979,0.036301309,0
2017/1/3,10000777,2.3,0.0412,69879,2017-01-25T00:00:00Z,0.060273973,2.307,0.02030313,0.015,0.008745,7.60E-05,5.70E-05,0.119342619,0.168642619,0.041215151,0
2017/1/4,10000777,2.3,0.0447,58647,2017-01-25T00:00:00Z,0.057534247,2.325,0.02030313,0.015,0.007802,6.10E-05,5.70E-05,0.119618369,0.140618369,0.044714355,0
2017/1/5,10000777,2.3,0.0423,37122,2017-01-25T00:00:00Z,0.054794521,2.322,0.02030313,0.015,-0.00129,2.00E-06,5.30E-05,0.116082792,0.141382792,0.042312812,0
2017/1/6,10000777,2.3,0.0361,41367,2017-01-25T00:00:00Z,0.052054795,2.314,0.02030313,0.015,-0.003445,1.20E-05,5.10E-05,0.113340982,0.137940982,0.036101858,0
2017/1/9,10000777,2.3,0.038,41968,2017-01-25T00:00:00Z,0.043835616,2.319,0.02030313,0.015,0.002161,5.00E-06,4.80E-05,0.110208897,0.144308897,0.038007566,0
2017/1/10,10000777,2.3,0.0306,38467,2017-01-25T00:00:00Z,0.04109589,2.313,0.02030313,0.015,-0.002587,7.00E-06,4.60E-05,0.107324078,0.127924078,0.030607144,0
2017/1/11,10000777,2.3,0.0255,52529,2017-01-25T00:00:00Z,0.038356164,2.303,0.02030313,0.015,-0.004323,1.90E-05,4.40E-05,0.105403837,0.134803837,0.025509447,0
2017/1/12,10000777,2.3,0.0191,50484,2017-01-25T00:00:00Z,0.035616438,2.296,0.02030313,0.015,-0.00304,9.00E-06,4.20E-05,0.102873996,0.122873996,0.019103159,0
2017/1/13,10000777,2.3,0.025,66670,2017-01-25T00:00:00Z,0.032876712,2.31,0.02030313,0.015,0.006098,3.70E-05,4.20E-05,0.102519466,0.119119466,0.025013413,0
2017/1/17,10000777,2.3,0.0352,56655,2017-01-25T00:00:00Z,0.021917808,2.329,0.02030313,0.015,-0.004275,1.80E-05,4.70E-05,0.108642708,0.125542708,0.03520455,0
2017/1/18,10000777,2.3,0.047,69134,2017-01-25T00:00:00Z,0.019178082,2.344,0.02030313,0.015,0.006441,4.10E-05,4.70E-05,0.108269239,0.130969239,0.047002381,0
2017/1/19,10000778,2.35,0.0077,41855,2017-01-25T00:00:00Z,0.016438356,2.334,0.02030313,0.015,-0.004266,1.80E-05,4.50E-05,0.106273642,0.120073642,0.007708021,0
2017/1/20,10000778,2.35,0.0102,31972,2017-01-25T00:00:00Z,0.01369863,2.349,0.02030313,0.015,0.006427,4.10E-05,4.50E-05,0.106023309,0.098223309,0.010197784,0
2017/1/23,10000834,2.35,0.0292,44819,2017-02-22T00:00:00Z,0.082191781,2.348,0.02030313,0.015,-0.000426,0,4.20E-05,0.10280674,0.11440674,0.029204775,0
2017/1/24,10000834,2.35,0.0296,31129,2017-02-22T00:00:00Z,0.079452055,2.354,0.02030313,0.015,0.002555,7.00E-06,4.00E-05,0.100168878,0.106368878,0.029620376,0
2017/1/26,10000834,2.35,0.0379,42882,2017-02-22T00:00:00Z,0.073972603,2.366,0.02030313,0.015,0.003818,1.50E-05,3.60E-05,0.095443214,0.116543214,0.037908919,0
2017/2/3,10000834,2.35,0.02,60877,2017-02-22T00:00:00Z,0.052054795,2.342,0.02030313,0.015,-0.010144,0.000103,4.00E-05,0.100591305,0.112891305,0.020009766,0
2017/2/6,10000834,2.35,0.0205,47385,2017-02-22T00:00:00Z,0.043835616,2.343,0.02030313,0.015,0.000427,0,3.80E-05,0.09754102,0.12304102,0.020513714,0
2017/2/7,10000834,2.35,0.0155,48847,2017-02-22T00:00:00Z,0.04109589,2.335,0.02030313,0.015,-0.003414,1.20E-05,3.60E-05,0.095496959,0.118396959,0.01551105,0
2017/2/8,10000834,2.35,0.019,64422,2017-02-22T00:00:00Z,0.038356164,2.348,0.02030313,0.015,0.005567,3.10E-05,3.60E-05,0.095084995,0.110284995,0.019012733,0
2017/2/9,10000834,2.35,0.0224,91030,2017-02-22T00:00:00Z,0.035616438,2.354,0.02030313,0.015,0.002555,7.00E-06,3.40E-05,0.092722268,0.116322268,0.022410687,0
2017/2/10,10000834,2.35,0.0261,84620,2017-02-22T00:00:00Z,0.032876712,2.366,0.02030313,0.015,0.005098,2.60E-05,3.40E-05,0.092057,0.100957,0.026110016,0
2017/2/13,10000834,2.35,0.0305,69757,2017-02-22T00:00:00Z,0.024657534,2.378,0.02030313,0.015,0.005072,2.60E-05,3.30E-05,0.091405491,0.080105491,0.030496842,0
2017/2/14,10000834,2.35,0.0272,46772,2017-02-22T00:00:00Z,0.021917808,2.37,0.02030313,0.015,-0.003364,1.10E-05,3.20E-05,0.089581186,0.110381186,0.02720749,0
2017/2/15,10000834,2.35,0.0245,77306,2017-02-22T00:00:00Z,0.019178082,2.369,0.02030313,0.015,-0.000422,0,3.00E-05,0.086867678,0.100067678,0.02450602,0
2017/2/16,10000834,2.35,0.0274,53813,2017-02-22T00:00:00Z,0.016438356,2.372,0.02030313,0.015,0.001266,2.00E-06,2.80E-05,0.084365165,0.114965165,0.027409434,0
2017/2/17,10000834,2.35,0.0177,86788,2017-02-22T00:00:00Z,0.01369863,2.361,0.02030313,0.015,-0.004637,2.20E-05,2.80E-05,0.08375918,0.10445918,0.017701765,0
2017/2/21,10000789,2.4,0.0289,72676,2017-03-22T00:00:00Z,0.079452055,2.393,0.02030313,0.015,-0.000835,1.00E-06,3.60E-05,0.095692068,0.121692068,0.028903095,0
2017/2/22,10000789,2.4,0.0288,54784,2017-03-22T00:00:00Z,0.076712329,2.396,0.02030313,0.015,0.001254,2.00E-06,3.40E-05,0.092904881,0.118004881,0.028802194,0
2017/2/23,10000789,2.4,0.022,79975,2017-03-22T00:00:00Z,0.073972603,2.387,0.02030313,0.015,-0.003756,1.40E-05,3.30E-05,0.091251156,0.109651156,0.022018755,0
2017/2/24,10000789,2.4,0.0222,50279,2017-03-22T00:00:00Z,0.071232877,2.385,0.02030313,0.015,-0.000838,1.00E-06,3.10E-05,0.088531247,0.115831247,0.022205639,0
2017/2/27,10000788,2.35,0.037,51853,2017-03-22T00:00:00Z,0.063013699,2.367,0.02030313,0.015,-0.007547,5.70E-05,3.30E-05,0.090712439,0.119412439,0.037006064,0
2017/2/28,10000788,2.35,0.037,49247,2017-03-22T00:00:00Z,0.060273973,2.368,0.02030313,0.015,0.000422,0,3.10E-05,0.087964314,0.119364314,0.037015196,0
2017/3/1,10000788,2.35,0.0362,67626,2017-03-22T00:00:00Z,0.057534247,2.368,0.02030313,0.015,0,0,2.90E-05,0.085284567,0.118384567,0.036210302,0
2017/3/2,10000788,2.35,0.0258,81782,2017-03-22T00:00:00Z,0.054794521,2.353,0.02030313,0.015,-0.006334,4.00E-05,3.00E-05,0.086277144,0.112277144,0.025805549,0
2017/3/3,10000788,2.35,0.0196,79291,2017-03-22T00:00:00Z,0.052054795,2.343,0.02030313,0.015,-0.00425,1.80E-05,2.90E-05,0.085265539,0.108865539,0.019608897,0
2017/3/6,10000788,2.35,0.0197,61730,2017-03-22T00:00:00Z,0.043835616,2.349,0.02030313,0.015,0.002561,7.00E-06,2.80E-05,0.083265559,0.104365559,0.019701782,0
2017/3/7,10000788,2.35,0.0213,44056,2017-03-22T00:00:00Z,0.04109589,2.354,0.02030313,0.015,0.002129,5.00E-06,2.60E-05,0.081152139,0.102652139,0.021303493,0
2017/3/8,10000788,2.35,0.0197,44192,2017-03-22T00:00:00Z,0.038356164,2.355,0.02030313,0.015,0.000425,0,2.50E-05,0.078697256,0.094497256,0.019709786,0
2017/3/9,10000788,2.35,0.0122,64846,2017-03-22T00:00:00Z,0.035616438,2.343,0.02030313,0.015,-0.005096,2.60E-05,2.50E-05,0.078830492,0.088630492,0.012209348,0
2017/3/10,10000788,2.35,0.0089,40109,2017-03-22T00:00:00Z,0.032876712,2.335,0.02030313,0.015,-0.003414,1.20E-05,2.40E-05,0.077573612,0.090973612,0.00891525,0
2017/3/13,10000788,2.35,0.0165,79318,2017-03-22T00:00:00Z,0.024657534,2.355,0.02030313,0.015,0.008565,7.30E-05,2.70E-05,0.082254953,0.095254953,0.016501403,0
2017/3/14,10000788,2.35,0.0137,45978,2017-03-22T00:00:00Z,0.021917808,2.351,0.02030313,0.015,-0.001699,3.00E-06,2.50E-05,0.080022153,0.096122153,0.013705326,0
2017/3/15,10000788,2.35,0.0158,49416,2017-03-22T00:00:00Z,0.019178082,2.354,0.02030313,0.015,0.001276,2.00E-06,2.40E-05,0.077742861,0.106542861,0.015800542,0
2017/3/16,10000788,2.35,0.0254,94486,2017-03-22T00:00:00Z,0.016438356,2.369,0.02030313,0.015,0.006372,4.10E-05,2.50E-05,0.079342604,0.116542604,0.0254072,0
2017/3/17,10000788,2.35,0.0066,65931,2017-03-22T00:00:00Z,0.01369863,2.343,0.02030313,0.015,-0.010975,0.00012,3.10E-05,0.08797033,0.08927033,0.006609328,0
2017/3/20,10000788,2.35,0.0075,58400,2017-03-22T00:00:00Z,0.005479452,2.347,0.02030313,0.015,0.001707,3.00E-06,2.90E-05,0.085548352,0.129148352,0.007505534,0
2017/3/21,10000788,2.35,0.0063,57263,2017-03-22T00:00:00Z,0.002739726,2.353,0.02030313,0.015,0.002556,7.00E-06,2.80E-05,0.083535774,0.095135774,0.006303111,0
2017/3/22,10000858,2.35,0.0199,73470,2017-04-26T00:00:00Z,0.095890411,2.336,0.02030313,0.015,-0.007225,5.20E-05,2.90E-05,0.085724944,0.092824944,0.019918153,0
2017/3/23,10000858,2.35,0.0205,91235,2017-04-26T00:00:00Z,0.093150685,2.344,0.02030313,0.015,0.003425,1.20E-05,2.80E-05,0.084173461,0.083773461,0.020496012,0
2017/3/24,10000858,2.35,0.0328,97026,2017-04-26T00:00:00Z,0.090410959,2.364,0.02030313,0.015,0.008532,7.30E-05,3.10E-05,0.08809558,0.09169558,0.032814,0
2017/3/27,10000858,2.35,0.0313,83296,2017-04-26T00:00:00Z,0.082191781,2.36,0.02030313,0.015,-0.001692,3.00E-06,2.90E-05,0.085664872,0.098864872,0.03130979,0
2017/3/28,10000858,2.35,0.0285,59311,2017-04-26T00:00:00Z,0.079452055,2.354,0.02030313,0.015,-0.002542,6.00E-06,2.80E-05,0.083641453,0.102141453,0.028505034,0
2017/3/29,10000858,2.35,0.0259,61534,2017-04-26T00:00:00Z,0.076712329,2.352,0.02030313,0.015,-0.00085,1.00E-06,2.60E-05,0.081160664,0.097860664,0.02591094,0
2017/3/30,10000858,2.35,0.0223,74172,2017-04-26T00:00:00Z,0.073972603,2.343,0.02030313,0.015,-0.003827,1.50E-05,2.50E-05,0.080082597,0.102582597,0.022318631,0
2017/3/31,10000858,2.35,0.0255,59479,2017-04-26T00:00:00Z,0.071232877,2.356,0.02030313,0.015,0.005548,3.10E-05,2.60E-05,0.080584747,0.091384747,0.025508913,0
2017/4/5,10000858,2.35,0.0407,129729,2017-04-26T00:00:00Z,0.057534247,2.382,0.02030313,0.015,0.011036,0.000122,3.20E-05,0.089138467,0.095438467,0.040710924,0
2017/4/6,10000858,2.35,0.0397,80400,2017-04-26T00:00:00Z,0.054794521,2.384,0.02030313,0.015,0.00084,1.00E-06,3.00E-05,0.086484598,0.083684598,0.039693804,0
2017/4/7,10000858,2.35,0.0381,60549,2017-04-26T00:00:00Z,0.052054795,2.384,0.02030313,0.015,0,0,2.80E-05,0.083849929,0.075749929,0.038098684,0
2017/4/10,10000858,2.35,0.035,45832,2017-04-26T00:00:00Z,0.043835616,2.377,0.02030313,0.015,-0.002936,9.00E-06,2.70E-05,0.082093357,0.095993357,0.035012513,0
2017/4/11,10000858,2.35,0.0356,129534,2017-04-26T00:00:00Z,0.04109589,2.378,0.02030313,0.015,0.000421,0,2.50E-05,0.079609271,0.098209271,0.035605994,0
2017/4/12,10000858,2.35,0.0301,76447,2017-04-26T00:00:00Z,0.038356164,2.374,0.02030313,0.015,-0.001682,3.00E-06,2.40E-05,0.077460691,0.084760691,0.030114171,0
2017/4/13,10000858,2.35,0.0291,45666,2017-04-26T00:00:00Z,0.035616438,2.367,0.02030313,0.015,-0.002949,9.00E-06,2.30E-05,0.075971093,0.111271093,0.029110598,0
2017/4/14,10000858,2.35,0.0176,94412,2017-04-26T00:00:00Z,0.032876712,2.35,0.02030313,0.015,-0.007182,5.20E-05,2.50E-05,0.078773321,0.104873321,0.01761276,0
2017/4/17,10000858,2.35,0.0168,81801,2017-04-26T00:00:00Z,0.024657534,2.353,0.02030313,0.015,0.001277,2.00E-06,2.30E-05,0.076534717,0.104734717,0.01680453,0
2017/4/18,10000858,2.35,0.0088,53801,2017-04-26T00:00:00Z,0.021917808,2.338,0.02030313,0.015,-0.006375,4.10E-05,2.40E-05,0.078234038,0.101934038,0.008813003,0
2017/4/19,10000858,2.35,0.0037,88734,2017-04-26T00:00:00Z,0.019178082,2.322,0.02030313,0.015,-0.006843,4.70E-05,2.60E-05,0.080383108,0.103283108,0.003705233,0
2017/4/20,10000857,2.3,0.0314,54852,2017-04-26T00:00:00Z,0.016438356,2.331,0.02030313,0.015,0.003876,1.50E-05,2.50E-05,0.079378254,0.069378254,0.03139911,0
2017/4/21,10000858,2.35,0.0057,62626,2017-04-26T00:00:00Z,0.01369863,2.341,0.02030313,0.015,0.00429,1.80E-05,2.50E-05,0.078747212,0.087647212,0.005701151,0
2017/4/24,10000858,2.35,0.0019,63244,2017-04-26T00:00:00Z,0.005479452,2.336,0.02030313,0.015,-0.002136,5.00E-06,2.30E-05,0.076798636,0.097098636,0.001900955,0
2017/4/25,10000858,2.35,0.0013,57878,2017-04-26T00:00:00Z,0.002739726,2.342,0.02030313,0.015,0.002568,7.00E-06,2.20E-05,0.075125879,0.084425879,0.001302075,0
2017/4/26,10000871,2.35,0.0158,75541,2017-05-24T00:00:00Z,0.076712329,2.339,0.02030313,0.015,-0.001281,2.00E-06,2.10E-05,0.073007352,0.082107352,0.015803947,0
2017/4/27,10000871,2.35,0.0169,78971,2017-05-24T00:00:00Z,0.073972603,2.344,0.02030313,0.015,0.002138,5.00E-06,2.00E-05,0.07126964,0.07936964,0.016917602,0
2017/4/28,10000871,2.35,0.0154,52666,2017-05-24T00:00:00Z,0.071232877,2.34,0.02030313,0.015,-0.001706,3.00E-06,1.90E-05,0.069416358,0.081716358,0.015401105,0
2017/5/2,10000871,2.35,0.0122,41008,2017-05-24T00:00:00Z,0.060273973,2.332,0.02030313,0.015,-0.003419,1.20E-05,1.90E-05,0.068602031,0.088202031,0.012203411,0
