Trading_date,Option_code,K,C,Trading_volume,Maturity_date,T,S,q,r,Rt,Rt2,sigma2,EWMA_sigma,estimated_sigma,spot_price_using_estimation,gap
2015/2/10,10000001,2.2,0.2072,1842,2015-03-25T00:00:00Z,0.117808219,2.369,0.02030313,0.0275,0.016302,0.000266,1.60E-05,0.063389484,0.319689484,0.207203135,0
2015/2/11,10000001,2.2,0.2107,1999,2015-03-25T00:00:00Z,0.115068493,2.38,0.02030313,0.0275,0.004643,2.20E-05,1.60E-05,0.064055641,0.302055641,0.210708805,0
2015/2/12,10000001,2.2,0.2109,2334,2015-03-25T00:00:00Z,0.112328767,2.384,0.02030313,0.0275,0.001681,3.00E-06,1.50E-05,0.06244715,0.29224715,0.210912672,0
2015/2/13,10000049,2.5,0.0294,3069,2015-03-25T00:00:00Z,0.109589041,2.39,0.02030313,0.0275,0.002517,6.00E-06,1.50E-05,0.061330583,0.219330583,0.029419089,0
2015/2/16,10000001,2.2,0.2172,1153,2015-03-25T00:00:00Z,0.101369863,2.394,0.02030313,0.0275,0.001674,3.00E-06,1.40E-05,0.059817274,0.298717274,0.217206446,0
2015/2/17,10000001,2.2,0.2296,759,2015-03-25T00:00:00Z,0.098630137,2.411,0.02030313,0.0275,0.007101,5.00E-05,1.60E-05,0.064232797,0.292832797,0.229609629,0
2015/2/25,10000049,2.5,0.0208,1866,2015-03-25T00:00:00Z,0.076712329,2.37,0.02030313,0.0275,-0.017005,0.000289,3.30E-05,0.090833658,0.246233658,0.020807321,0
2015/2/26,10000001,2.2,0.253,1246,2015-03-25T00:00:00Z,0.073972603,2.45,0.02030313,0.0275,0.033755,0.001139,9.90E-05,0.158062382,0.225262382,0.253003239,0
2015/2/27,10000057,2.55,0.0272,3051,2015-03-25T00:00:00Z,0.071232877,2.438,0.02030313,0.0275,-0.004898,2.40E-05,9.50E-05,0.154426107,0.259626107,0.027201139,0
2015/3/2,10000057,2.55,0.029,1343,2015-03-25T00:00:00Z,0.06284153,2.441,0.02030313,0.025,0.001231,2.00E-06,8.90E-05,0.149798102,0.281898102,0.029015151,0
2015/3/3,10000057,2.55,0.0108,1308,2015-03-25T00:00:00Z,0.06010929,2.364,0.02030313,0.025,-0.031544,0.000995,0.000143,0.190100745,0.274100745,0.010801581,0
2015/3/4,10000005,2.4,0.0449,1646,2015-03-25T00:00:00Z,0.057377049,2.362,0.02030313,0.025,-0.000846,1.00E-06,0.000135,0.184338867,0.271938867,0.044911071,0
2015/3/5,10000005,2.4,0.0291,2298,2015-03-25T00:00:00Z,0.054644809,2.334,0.02030313,0.025,-0.011854,0.000141,0.000135,0.18457172,0.25307172,0.029103505,0
2015/3/6,10000005,2.4,0.0282,2134,2015-03-25T00:00:00Z,0.051912568,2.339,0.02030313,0.025,0.002142,5.00E-06,0.000127,0.179142696,0.246442696,0.028206602,0
2015/3/9,10000041,2.45,0.0271,3167,2015-03-25T00:00:00Z,0.043715847,2.397,0.02030313,0.025,0.024797,0.000615,0.000157,0.198654665,0.242354665,0.027117629,0
2015/3/10,10000005,2.4,0.0297,1566,2015-03-25T00:00:00Z,0.040983607,2.359,0.02030313,0.025,-0.015853,0.000251,0.000162,0.202227222,0.246027222,0.02971615,0
2015/3/11,10000005,2.4,0.0307,1270,2015-03-25T00:00:00Z,0.038251366,2.374,0.02030313,0.025,0.006359,4.00E-05,0.000155,0.197619412,0.227119412,0.030708202,0
2015/3/12,10000005,2.4,0.0699,2233,2015-03-25T00:00:00Z,0.035519126,2.448,0.02030313,0.025,0.031171,0.000972,0.000204,0.226718567,0.226818567,0.069910242,0
2015/3/13,10000049,2.5,0.0205,1538,2015-03-25T00:00:00Z,0.032786885,2.455,0.02030313,0.025,0.002859,8.00E-06,0.000192,0.220092846,0.216792846,0.020484236,0
2015/3/16,10000057,2.55,0.0166,2009,2015-03-25T00:00:00Z,0.024590164,2.51,0.02030313,0.025,0.022403,0.000502,0.000211,0.230484767,0.206584767,0.016596124,0
2015/3/17,10000057,2.55,0.0273,2044,2015-03-25T00:00:00Z,0.021857923,2.543,0.02030313,0.025,0.013147,0.000173,0.000209,0.229236543,0.203436543,0.027289561,0
2015/3/18,10000065,2.6,0.0363,2024,2015-03-25T00:00:00Z,0.019125683,2.611,0.02030313,0.025,0.02674,0.000715,0.000239,0.245372581,0.211172581,0.036286614,0
2015/3/19,10000057,2.55,0.0526,1578,2015-03-25T00:00:00Z,0.016393443,2.587,0.02030313,0.025,-0.009192,8.40E-05,0.00023,0.240567538,0.232267538,0.052594354,0
2015/3/20,10000073,2.65,0.0237,2887,2015-03-25T00:00:00Z,0.013661202,2.635,0.02030313,0.025,0.018554,0.000344,0.000237,0.24414263,0.24804263,0.023710184,0
2015/3/23,10000081,2.7,0.0111,2459,2015-03-25T00:00:00Z,0.005464481,2.676,0.02030313,0.025,0.01556,0.000242,0.000237,0.24431524,0.26401524,0.011101988,0
2015/3/24,10000073,2.65,0.0118,2969,2015-03-25T00:00:00Z,0.00273224,2.638,0.02030313,0.025,-0.0142,0.000202,0.000235,0.243223078,0.310623078,0.011803412,0
2015/3/26,10000099,2.8,0.027,1166,2015-04-22T00:00:00Z,0.073770492,2.643,0.02030313,0.025,0.014977,0.000224,0.00023,0.240881816,0.280581816,0.027011719,0
2015/3/27,10000034,2.35,0.3947,1937,2015-09-23T00:00:00Z,0.491803279,2.649,0.02030313,0.025,0.00227,5.00E-06,0.000217,0.233710351,0.305510351,0.394741465,0
2015/3/30,10000099,2.8,0.0567,1312,2015-04-22T00:00:00Z,0.06284153,2.74,0.02030313,0.025,0.034353,0.00118,0.000275,0.263033098,0.299933098,0.056726087,0
2015/3/31,10000099,2.8,0.0477,2081,2015-04-22T00:00:00Z,0.06010929,2.707,0.02030313,0.025,-0.012044,0.000145,0.000267,0.259284453,0.319984453,0.047710141,0
2015/4/1,10000091,2.75,0.0905,2244,2015-04-22T00:00:00Z,0.057377049,2.753,0.02030313,0.025,0.016993,0.000289,0.000268,0.259924594,0.337624594,0.090514778,0
2015/4/2,10000117,2.85,0.0522,2296,2015-04-22T00:00:00Z,0.054644809,2.739,0.02030313,0.025,-0.005085,2.60E-05,0.000254,0.252780861,0.374980861,0.052217188,0
2015/4/3,10000117,2.85,0.0601,1789,2015-04-22T00:00:00Z,0.051912568,2.773,0.02030313,0.025,0.012413,0.000154,0.000248,0.249788132,0.365688132,0.060110024,0
2015/4/7,10000117,2.85,0.0757,2741,2015-04-22T00:00:00Z,0.040983607,2.842,0.02030313,0.025,0.024883,0.000619,0.00027,0.260791234,0.345691234,0.07570111,0
2015/4/8,10000117,2.85,0.1092,3645,2015-04-22T00:00:00Z,0.038251366,2.898,0.02030313,0.025,0.019704,0.000388,0.000277,0.264200503,0.369300503,0.109209087,0
2015/4/9,10000143,3,0.0485,3021,2015-04-22T00:00:00Z,0.035519126,2.877,0.02030313,0.025,-0.007246,5.30E-05,0.000264,0.257696997,0.443096997,0.048517406,0
2015/4/10,10000143,3,0.0604,1685,2015-04-22T00:00:00Z,0.032786885,2.936,0.02030313,0.025,0.020507,0.000421,0.000273,0.262263401,0.413463401,0.060406993,0
2015/4/13,10000151,3.1,0.0382,2359,2015-04-22T00:00:00Z,0.024590164,2.991,0.02030313,0.025,0.018733,0.000351,0.000278,0.264501681,0.426601681,0.038202879,0
2015/4/14,10000159,3.2,0.0133,2703,2015-04-22T00:00:00Z,0.021857923,2.999,0.02030313,0.025,0.002675,7.00E-06,0.000261,0.256654708,0.406154708,0.0133027,0
2015/4/15,10000151,3.1,0.03,3715,2015-04-22T00:00:00Z,0.019125683,3.011,0.02030313,0.025,0.004001,1.60E-05,0.000247,0.249321924,0.385521924,0.030011862,0
2015/4/16,10000151,3.1,0.0799,3909,2015-04-22T00:00:00Z,0.016393443,3.145,0.02030313,0.025,0.044503,0.001981,0.000351,0.297284055,0.340784055,0.079908272,0
2015/4/17,10000159,3.2,0.0531,4334,2015-04-22T00:00:00Z,0.013661202,3.185,0.02030313,0.025,0.012719,0.000162,0.000339,0.292439728,0.404639728,0.053104941,0
2015/4/20,10000159,3.2,0.0068,4499,2015-04-22T00:00:00Z,0.005464481,3.103,0.02030313,0.025,-0.025746,0.000663,0.000359,0.300685681,0.392885681,0.006805004,0
2015/4/23,10000161,3.2,0.1937,2580,2015-05-27T00:00:00Z,0.092896175,3.212,0.02030313,0.025,-0.008948,8.00E-05,0.000368,0.304491119,0.480991119,0.193703264,0
2015/4/24,10000161,3.2,0.167,3430,2015-05-27T00:00:00Z,0.090163934,3.171,0.02030313,0.025,-0.012765,0.000163,0.000356,0.29935855,0.47435855,0.167028574,0
2015/4/27,10000161,3.2,0.199,2570,2015-05-27T00:00:00Z,0.081967213,3.255,0.02030313,0.025,0.02649,0.000702,0.000376,0.307975112,0.460975112,0.199035889,0
2015/4/28,10000177,3.4,0.0999,3091,2015-05-27T00:00:00Z,0.079234973,3.228,0.02030313,0.025,-0.008295,6.90E-05,0.000358,0.300329976,0.463029976,0.099900424,0
2015/4/29,10000161,3.2,0.1781,1902,2015-05-27T00:00:00Z,0.076502732,3.22,0.02030313,0.025,-0.002478,6.00E-06,0.000337,0.291340139,0.473640139,0.178125004,0
2015/4/30,10000193,3.5,0.0636,1902,2015-05-27T00:00:00Z,0.073770492,3.198,0.02030313,0.025,-0.006832,4.70E-05,0.000319,0.283711364,0.481311364,0.063627689,0
2015/5/4,10000161,3.2,0.1508,2117,2015-05-27T00:00:00Z,0.06284153,3.211,0.02030313,0.025,0.004065,1.70E-05,0.000301,0.275522161,0.452522161,0.150825811,0
2015/5/5,10000177,3.4,0.0416,3803,2015-05-27T00:00:00Z,0.06010929,3.096,0.02030313,0.025,-0.035814,0.001283,0.00036,0.301250211,0.459350211,0.04161203,0
2015/5/6,10000161,3.2,0.081,4757,2015-05-27T00:00:00Z,0.057377049,3.083,0.02030313,0.025,-0.004199,1.80E-05,0.00034,0.292528928,0.436928928,0.081016198,0
2015/5/7,10000161,3.2,0.075,5385,2015-05-27T00:00:00Z,0.054644809,3.045,0.02030313,0.025,-0.012326,0.000152,0.000328,0.287638386,0.476938386,0.075005171,0
2015/5/8,10000153,3.1,0.103,4612,2015-05-27T00:00:00Z,0.051912568,3.055,0.02030313,0.025,0.003284,1.10E-05,0.000309,0.279167982,0.443467982,0.103006295,0
2015/5/11,10000161,3.2,0.0694,4616,2015-05-27T00:00:00Z,0.043715847,3.11,0.02030313,0.0225,0.018003,0.000324,0.00031,0.279569916,0.412369916,0.069416047,0
2015/5/12,10000153,3.1,0.1199,7177,2015-05-27T00:00:00Z,0.040983607,3.129,0.02030313,0.0225,0.006109,3.70E-05,0.000294,0.272092107,0.416492107,0.119917524,0
2015/5/13,10000161,3.2,0.0531,4288,2015-05-27T00:00:00Z,0.038251366,3.084,0.02030313,0.0225,-0.014382,0.000207,0.000289,0.269665237,0.410565237,0.053114097,0
2015/5/14,10000161,3.2,0.0373,3850,2015-05-27T00:00:00Z,0.035519126,3.073,0.02030313,0.0225,-0.003567,1.30E-05,0.000272,0.261817755,0.366117755,0.037308069,0
2015/5/15,10000153,3.1,0.0388,5852,2015-05-27T00:00:00Z,0.032786885,3.006,0.02030313,0.0225,-0.021803,0.000475,0.000284,0.267624921,0.348224921,0.038800496,0
2015/5/18,10000153,3.1,0.0175,9927,2015-05-27T00:00:00Z,0.024590164,2.946,0.02030313,0.0225,-0.01996,0.000398,0.000291,0.270831299,0.363431299,0.017502339,0
2015/5/19,10000153,3.1,0.053,7386,2015-05-27T00:00:00Z,0.021857923,3.066,0.02030313,0.0225,0.040733,0.001659,0.000373,0.30665228,0.37755228,0.053017698,0
2015/5/20,10000153,3.1,0.0497,5744,2015-05-27T00:00:00Z,0.019125683,3.066,0.02030313,0.0225,0,0,0.000351,0.297310417,0.383810417,0.04971398,0
2015/5/21,10000155,3.1,0.151,6126,2015-06-24T00:00:00Z,0.092896175,3.104,0.02030313,0.0225,0.012394,0.000154,0.000339,0.29225413,0.39525413,0.151020011,0
2015/5/22,10000161,3.2,0.0514,6987,2015-05-27T00:00:00Z,0.013661202,3.199,0.02030313,0.0225,0.030606,0.000937,0.000375,0.307328388,0.347728388,0.051407893,0
2015/5/28,10000171,3.3,0.0785,8092,2015-06-24T00:00:00Z,0.073770492,3.079,0.02030313,0.0225,-0.062709,0.003932,0.000589,0.385237123,0.481237123,0.078521742,0
2015/5/29,10000195,3.5,0.043,11957,2015-06-24T00:00:00Z,0.071038251,3.066,0.02030313,0.0225,-0.004222,1.80E-05,0.000555,0.373861899,0.528461899,0.043002238,0
2015/6/1,10000195,3.5,0.0796,5101,2015-06-24T00:00:00Z,0.06284153,3.198,0.02030313,0.0225,0.043053,0.001854,0.000633,0.399264304,0.581364304,0.079608306,0
2015/6/2,10000195,3.5,0.083,6306,2015-06-24T00:00:00Z,0.06010929,3.209,0.02030313,0.0225,0.00344,1.20E-05,0.000595,0.387332097,0.594932097,0.083005801,0
2015/6/3,10000171,3.3,0.1261,5101,2015-06-24T00:00:00Z,0.057377049,3.191,0.02030313,0.0225,-0.005609,3.10E-05,0.000562,0.37616527,0.56546527,0.126101891,0
2015/6/4,10000163,3.2,0.1844,7348,2015-06-24T00:00:00Z,0.054644809,3.259,0.02030313,0.0225,0.02131,0.000454,0.000555,0.374000648,0.508700648,0.1844212,0
2015/6/5,10000171,3.3,0.1398,6926,2015-06-24T00:00:00Z,0.051912568,3.254,0.02030313,0.0225,-0.001534,2.00E-06,0.000522,0.362656153,0.543456153,0.139826151,0
2015/6/8,10000195,3.5,0.1154,11078,2015-06-24T00:00:00Z,0.043715847,3.427,0.02030313,0.0225,0.053165,0.002827,0.00066,0.407879633,0.516179633,0.115414225,0
2015/6/9,10000195,3.5,0.0998,9042,2015-06-24T00:00:00Z,0.040983607,3.361,0.02030313,0.0225,-0.019259,0.000371,0.000643,0.402482164,0.577082164,0.099825764,0
2015/6/10,10000171,3.3,0.1497,5794,2015-06-24T00:00:00Z,0.038251366,3.32,0.02030313,0.0225,-0.012199,0.000149,0.000613,0.393093345,0.540293345,0.149723263,0
2015/6/11,10000171,3.3,0.1346,8561,2015-06-24T00:00:00Z,0.035519126,3.3,0.02030313,0.0225,-0.006024,3.60E-05,0.000579,0.381837317,0.542637317,0.134604895,0
2015/6/12,10000171,3.3,0.124,5417,2015-06-24T00:00:00Z,0.032786885,3.313,0.02030313,0.0225,0.003939,1.60E-05,0.000545,0.37052179,0.49152179,0.124012861,0
2015/6/15,10000171,3.3,0.0572,8635,2015-06-24T00:00:00Z,0.024590164,3.216,0.02030313,0.0225,-0.029279,0.000857,0.000564,0.376842974,0.457442974,0.057202981,0
2015/6/16,10000163,3.2,0.0621,8162,2015-06-24T00:00:00Z,0.021857923,3.148,0.02030313,0.0225,-0.021144,0.000447,0.000557,0.374499462,0.457199462,0.062107487,0
2015/6/17,10000171,3.3,0.0407,6660,2015-06-24T00:00:00Z,0.019125683,3.175,0.02030313,0.0225,0.008577,7.40E-05,0.000528,0.364619151,0.502119151,0.040702988,0
2015/6/18,10000171,3.3,0.0075,7825,2015-06-24T00:00:00Z,0.016393443,3.042,0.02030313,0.0225,-0.04189,0.001755,0.000601,0.389232774,0.466032774,0.007500461,0
2015/6/19,10000155,3.1,0.0088,5734,2015-06-24T00:00:00Z,0.013661202,2.874,0.02030313,0.0225,-0.055227,0.00305,0.000748,0.434198176,0.512698176,0.008805567,0
2015/6/23,10000218,3,0.2053,6287,2015-07-22T00:00:00Z,0.079234973,2.976,0.02030313,0.0225,0.035491,0.00126,0.000779,0.443013847,0.648213847,0.2053151,0
2015/6/24,10000218,3,0.2004,7347,2015-07-22T00:00:00Z,0.076502732,3.018,0.02030313,0.0225,0.014113,0.000199,0.000744,0.433009358,0.576909358,0.200411591,0
2015/6/25,10000218,3,0.1406,8616,2015-07-22T00:00:00Z,0.073770492,2.919,0.02030313,0.0225,-0.032803,0.001076,0.000764,0.438767745,0.556267745,0.140607455,0
2015/6/26,10000218,3,0.105,9899,2015-07-22T00:00:00Z,0.071038251,2.686,0.02030313,0.0225,-0.079822,0.006372,0.0011,0.52659626,0.75809626,0.105012907,0
2015/6/29,10000231,2.75,0.1813,12236,2015-07-22T00:00:00Z,0.06284153,2.66,0.02030313,0.02,-0.00968,9.40E-05,0.00104,0.511939579,0.828439579,0.181310656,0
2015/6/30,10000231,2.75,0.2436,9624,2015-07-22T00:00:00Z,0.06010929,2.851,0.02030313,0.02,0.071805,0.005156,0.001287,0.569485933,0.691485933,0.24361172,0
2015/7/1,10000232,2.8,0.1405,6654,2015-07-22T00:00:00Z,0.057377049,2.728,0.02030313,0.02,-0.043143,0.001861,0.001321,0.577059956,0.660759956,0.140511991,0
2015/7/2,10000232,2.8,0.1336,9020,2015-07-22T00:00:00Z,0.054644809,2.684,0.02030313,0.02,-0.016129,0.00026,0.001258,0.562984639,0.728584639,0.133615817,0
2015/7/3,10000231,2.75,0.1102,8561,2015-07-22T00:00:00Z,0.051912568,2.579,0.02030313,0.02,-0.039121,0.00153,0.001274,0.566634546,0.758034546,0.110219853,0
2015/7/6,10000231,2.75,0.159,10372,2015-07-22T00:00:00Z,0.043715847,2.742,0.02030313,0.02,0.063203,0.003995,0.001437,0.601837578,0.712937578,0.15902024,0
2015/7/7,10000231,2.75,0.1447,8470,2015-07-22T00:00:00Z,0.040983607,2.79,0.02030313,0.02,0.017505,0.000306,0.001369,0.58746009,0.55366009,0.144683629,0
2015/7/8,10000231,2.75,0.046,8786,2015-07-22T00:00:00Z,0.038251366,2.604,0.02030313,0.02,-0.066667,0.004444,0.001554,0.625781748,0.493381748,0.045989344,0
2015/7/9,10000257,2.7,0.1619,9264,2015-07-22T00:00:00Z,0.035519126,2.792,0.02030313,0.02,0.072197,0.005212,0.001773,0.668518804,0.532818804,0.1618858,0
2015/7/10,10000218,3,0.0878,14373,2015-07-22T00:00:00Z,0.032786885,2.905,0.02030313,0.02,0.040473,0.001638,0.001765,0.666985458,0.609285458,0.08779305,0
2015/7/13,10000229,2.9,0.0906,7862,2015-07-22T00:00:00Z,0.024590164,2.862,0.02030313,0.02,-0.014802,0.000219,0.001673,0.649222793,0.602722793,0.090590528,0
2015/7/14,10000231,2.75,0.0781,9526,2015-07-22T00:00:00Z,0.021857923,2.762,0.02030313,0.02,-0.034941,0.001221,0.001645,0.643940996,0.442840996,0.078087096,0
2015/7/15,10000257,2.7,0.0584,9080,2015-07-22T00:00:00Z,0.019125683,2.749,0.02030313,0.02,-0.004707,2.20E-05,0.001548,0.624592158,0.180892158,0.058394399,0
2015/7/16,10000257,2.7,0.0678,6944,2015-07-22T00:00:00Z,0.016393443,2.74,0.02030313,0.02,-0.003274,1.10E-05,0.001456,0.605698363,0.324098363,0.067792411,0
2015/7/17,10000231,2.75,0.073,8208,2015-07-22T00:00:00Z,0.013661202,2.803,0.02030313,0.02,0.022993,0.000529,0.0014,0.594013199,0.318413199,0.072998729,0
2015/7/20,10000232,2.8,0.0249,7986,2015-07-22T00:00:00Z,0.005464481,2.777,0.02030313,0.02,-0.009276,8.60E-05,0.001321,0.577045496,0.428245496,0.024899095,0
2015/7/21,10000232,2.8,0.0057,7174,2015-07-22T00:00:00Z,0.00273224,2.768,0.02030313,0.02,-0.003241,1.10E-05,0.001243,0.55960828,0.29550828,0.005696835,0
2015/7/22,10000251,2.8,0.065,6228,2015-08-26T00:00:00Z,0.095628415,2.737,0.02030313,0.02,-0.011199,0.000125,0.001176,0.544305244,0.273205244,0.064988819,0
2015/7/23,10000251,2.8,0.0809,9972,2015-08-26T00:00:00Z,0.092896175,2.794,0.02030313,0.02,0.020826,0.000434,0.001131,0.533900564,0.247200564,0.080896016,0
2015/7/24,10000251,2.8,0.0576,8668,2015-08-26T00:00:00Z,0.090163934,2.745,0.02030313,0.02,-0.017538,0.000308,0.001082,0.522108449,0.247908449,0.05758681,0
2015/7/27,10000251,2.8,0.0199,8733,2015-08-26T00:00:00Z,0.081967213,2.494,0.02030313,0.02,-0.091439,0.008361,0.001518,0.618596019,0.372696019,0.019883827,0
2015/7/28,10000283,2.5,0.1065,14118,2015-08-26T00:00:00Z,0.079234973,2.484,0.02030313,0.02,-0.00401,1.60E-05,0.001428,0.599953713,0.409453713,0.106498597,0
2015/7/29,10000283,2.5,0.1297,9047,2015-08-26T00:00:00Z,0.076502732,2.534,0.02030313,0.02,0.020129,0.000405,0.001367,0.586919036,0.403819036,0.12968258,0
2015/7/30,10000283,2.5,0.07,9636,2015-08-26T00:00:00Z,0.073770492,2.469,0.02030313,0.02,-0.025651,0.000658,0.001324,0.577714629,0.314814629,0.069996523,0
2015/7/31,10000283,2.5,0.0747,10788,2015-08-26T00:00:00Z,0.071038251,2.462,0.02030313,0.02,-0.002835,8.00E-06,0.001245,0.560223596,0.351023596,0.0746746,0
2015/8/3,10000283,2.5,0.064,9217,2015-08-26T00:00:00Z,0.06284153,2.478,0.02030313,0.02,0.006499,4.20E-05,0.001173,0.543744452,0.299644452,0.063982583,0
2015/8/4,10000283,2.5,0.0945,10781,2015-08-26T00:00:00Z,0.06010929,2.54,0.02030313,0.02,0.02502,0.000626,0.00114,0.536081904,0.295781904,0.094485248,0
2015/8/5,10000283,2.5,0.077,10652,2015-08-26T00:00:00Z,0.057377049,2.491,0.02030313,0.02,-0.019291,0.000372,0.001094,0.525135958,0.341935958,0.076988207,0
2015/8/6,10000283,2.5,0.074,13687,2015-08-26T00:00:00Z,0.054644809,2.471,0.02030313,0.02,-0.008029,6.40E-05,0.001033,0.510094494,0.378994494,0.073979191,0
2015/8/7,10000283,2.5,0.0817,6282,2015-08-26T00:00:00Z,0.051912568,2.504,0.02030313,0.02,0.013355,0.000178,0.000981,0.497273887,0.350873887,0.081685855,0
2015/8/10,10000283,2.5,0.1294,12612,2015-08-26T00:00:00Z,0.043715847,2.616,0.02030313,0.02,0.044728,0.002001,0.001042,0.512536836,0.245136836,0.12938746,0
2015/8/11,10000283,2.5,0.12,10146,2015-08-26T00:00:00Z,0.040983607,2.59,0.02030313,0.02,-0.009939,9.90E-05,0.000986,0.498423444,0.318823444,0.119991981,0
2015/8/12,10000283,2.5,0.1002,8109,2015-08-26T00:00:00Z,0.038251366,2.564,0.02030313,0.02,-0.010039,0.000101,0.000933,0.48481344,0.32001344,0.100199152,0
2015/8/13,10000283,2.5,0.1007,9923,2015-08-26T00:00:00Z,0.035519126,2.576,0.02030313,0.02,0.00468,2.20E-05,0.000878,0.470396235,0.285996235,0.100686308,0
2015/8/14,10000283,2.5,0.085,7914,2015-08-26T00:00:00Z,0.032786885,2.575,0.02030313,0.02,-0.000388,0,0.000825,0.456068569,0.194868569,0.084987428,0
2015/8/17,10000283,2.5,0.0545,10845,2015-08-26T00:00:00Z,0.024590164,2.548,0.02030313,0.02,-0.010485,0.00011,0.000782,0.444050658,0.145650658,0.054496974,0
2015/8/18,10000283,2.5,0.0093,13696,2015-08-26T00:00:00Z,0.021857923,2.41,0.02030313,0.02,-0.05416,0.002933,0.000912,0.479272275,0.267772275,0.009292647,0
2015/8/19,10000283,2.5,0.0121,12102,2015-08-26T00:00:00Z,0.019125683,2.427,0.02030313,0.02,0.007054,5.00E-05,0.00086,0.465480549,0.279180549,0.012091424,0
2015/8/20,10000299,2.4,0.016,8183,2015-08-26T00:00:00Z,0.016393443,2.361,0.02030313,0.02,-0.027194,0.00074,0.000853,0.463522722,0.261322722,0.015999276,0
2015/8/21,10000035,2.4,0.0411,10089,2015-09-23T00:00:00Z,0.090163934,2.274,0.02030313,0.02,-0.036849,0.001358,0.000883,0.471691168,0.323791168,0.041094597,0
2015/8/24,10000031,2.2,0.0734,15450,2015-09-23T00:00:00Z,0.081967213,2.047,0.02030313,0.02,-0.099824,0.009965,0.001428,0.599842935,0.564142935,0.073393446,0
2015/8/25,10000031,2.2,0.057,12859,2015-09-23T00:00:00Z,0.079234973,1.886,0.02030313,0.02,-0.078652,0.006186,0.001713,0.657081805,0.743481805,0.057013606,0
2015/8/26,10000357,1.95,0.114,15510,2015-09-23T00:00:00Z,0.076502732,1.946,0.02030313,0.0175,0.031813,0.001012,0.001671,0.648963719,0.541763719,0.113982763,0
2015/8/27,10000358,2,0.1509,16770,2015-09-23T00:00:00Z,0.073770492,2.11,0.02030313,0.0175,0.084275,0.007102,0.001997,0.709416799,0.383616799,0.150892956,0
2015/8/28,10000031,2.2,0.087,15223,2015-09-23T00:00:00Z,0.071038251,2.168,0.02030313,0.0175,0.027488,0.000756,0.001923,0.69606071,0.44166071,0.086984946,0
2015/8/31,10000031,2.2,0.0827,13073,2015-09-23T00:00:00Z,0.06284153,2.209,0.02030313,0.0175,0.018911,0.000358,0.001829,0.678850526,0.355750526,0.082687964,0
2015/9/1,10000031,2.2,0.075,15928,2015-09-23T00:00:00Z,0.06010929,2.228,0.02030313,0.0175,0.008601,7.40E-05,0.001723,0.659019223,0.278319223,0.074990953,0
2015/9/2,10000031,2.2,0.0585,17790,2015-09-23T00:00:00Z,0.057377049,2.236,0.02030313,0.0175,0.003591,1.30E-05,0.001621,0.639095373,0.179795373,0.058485478,0
2015/9/7,10000031,2.2,0.062,15509,2015-09-23T00:00:00Z,0.043715847,2.14,0.02030313,0.0175,-0.042934,0.001843,0.001634,0.641722059,0.491622059,0.061986749,0
2015/9/8,10000031,2.2,0.0664,12882,2015-09-23T00:00:00Z,0.040983607,2.177,0.02030313,0.0175,0.01729,0.000299,0.001554,0.62579442,0.43869442,0.066390669,0
2015/9/9,10000031,2.2,0.0723,13180,2015-09-23T00:00:00Z,0.038251366,2.209,0.02030313,0.0175,0.014699,0.000216,0.001474,0.609416467,0.394716467,0.072296199,0
2015/9/10,10000031,2.2,0.059,8446,2015-09-23T00:00:00Z,0.035519126,2.206,0.02030313,0.0175,-0.001358,2.00E-06,0.001385,0.590874785,0.338674785,0.058985424,0
2015/9/11,10000031,2.2,0.0584,9962,2015-09-23T00:00:00Z,0.032786885,2.193,0.02030313,0.0175,-0.005893,3.50E-05,0.001304,0.573332463,0.390632463,0.058397645,0
2015/9/14,10000031,2.2,0.0385,14360,2015-09-23T00:00:00Z,0.024590164,2.223,0.02030313,0.0175,0.01368,0.000187,0.001237,0.558405815,0.184105815,0.038489502,0
2015/9/15,10000031,2.2,0.036,10063,2015-09-23T00:00:00Z,0.021857923,2.167,0.02030313,0.0175,-0.025191,0.000635,0.001201,0.550184622,0.395084622,0.035998988,0
2015/9/16,10000031,2.2,0.0609,13450,2015-09-23T00:00:00Z,0.019125683,2.242,0.02030313,0.0175,0.03461,0.001198,0.001201,0.550138635,0.295338635,0.060894911,0
2015/9/17,10000031,2.2,0.0444,12185,2015-09-23T00:00:00Z,0.016393443,2.198,0.02030313,0.0175,-0.019625,0.000385,0.001152,0.538810626,0.404710626,0.044396844,0
2015/9/18,10000031,2.2,0.0316,8138,2015-09-23T00:00:00Z,0.013661202,2.198,0.02030313,0.0175,0,0,0.001083,0.522396284,0.318296284,0.031595525,0
2015/9/21,10000031,2.2,0.0268,7254,2015-09-23T00:00:00Z,0.005464481,2.212,0.02030313,0.0175,0.006369,4.10E-05,0.00102,0.507087189,0.311387189,0.026797481,0
2015/9/22,10000031,2.2,0.0381,10108,2015-09-23T00:00:00Z,0.00273224,2.237,0.02030313,0.0175,0.011302,0.000128,0.000967,0.493599559,0.236099559,0.03809872,0
2015/9/23,10000417,2.2,0.0765,9435,2015-10-28T00:00:00Z,0.095628415,2.18,0.02030313,0.0175,-0.025481,0.000649,0.000948,0.488711453,0.320411453,0.076489247,0
2015/9/24,10000417,2.2,0.0768,6885,2015-10-28T00:00:00Z,0.092896175,2.187,0.02030313,0.0175,0.003211,1.00E-05,0.000892,0.473987813,0.313287813,0.076781311,0
