Trading_date,Option_code,K,C,Trading_volume,Maturity_date,T,S,q,r,Rt,Rt2,sigma2,EWMA_sigma
2015/2/9,10000001,2.2,0.1826,2501,2015-03-25T00:00:00Z,0.120547945,2.331,0.02030313,0.0275,0,0,0,0
2015/2/10,10000001,2.2,0.2072,1842,2015-03-25T00:00:00Z,0.117808219,2.369,0.02030313,0.0275,0.016302,0.000266,0.000016,0.063389484
2015/2/11,10000001,2.2,0.2107,1999,2015-03-25T00:00:00Z,0.115068493,2.38,0.02030313,0.0275,0.004643,0.000022,0.000016,0.064055641
2015/2/12,10000001,2.2,0.2109,2334,2015-03-25T00:00:00Z,0.112328767,2.384,0.02030313,0.0275,0.001681,0.000003,0.000015,0.06244715
2015/2/13,10000049,2.5,0.0294,3069,2015-03-25T00:00:00Z,0.109589041,2.39,0.02030313,0.0275,0.002517,0.000006,0.000015,0.061330583
2015/2/16,10000001,2.2,0.2172,1153,2015-03-25T00:00:00Z,0.101369863,2.394,0.02030313,0.0275,0.001674,0.000003,0.000014,0.059817274
2015/2/17,10000001,2.2,0.2296,759,2015-03-25T00:00:00Z,0.098630137,2.411,0.02030313,0.0275,0.007101,0.00005,0.000016,0.064232797
2015/2/25,10000049,2.5,0.0208,1866,2015-03-25T00:00:00Z,0.076712329,2.37,0.02030313,0.0275,-0.017005,0.000289,0.000033,0.090833658
2015/2/26,10000001,2.2,0.253,1246,2015-03-25T00:00:00Z,0.073972603,2.45,0.02030313,0.0275,0.033755,0.001139,0.000099,0.158062382
2015/2/27,10000057,2.55,0.0272,3051,2015-03-25T00:00:00Z,0.071232877,2.438,0.02030313,0.0275,-0.004898,0.000024,0.000095,0.154426107
2015/3/2,10000057,2.55,0.029,1343,2015-03-25T00:00:00Z,0.06284153,2.441,0.02030313,0.025,0.001231,0.000002,0.000089,0.149798102
2015/3/3,10000057,2.55,0.0108,1308,2015-03-25T00:00:00Z,0.06010929,2.364,0.02030313,0.025,-0.031544,0.000995,0.000143,0.190100745
2015/3/4,10000005,2.4,0.0449,1646,2015-03-25T00:00:00Z,0.057377049,2.362,0.02030313,0.025,-0.000846,0.000001,0.000135,0.184338867
2015/3/5,10000005,2.4,0.0291,2298,2015-03-25T00:00:00Z,0.054644809,2.334,0.02030313,0.025,-0.011854,0.000141,0.000135,0.18457172
2015/3/6,10000005,2.4,0.0282,2134,2015-03-25T00:00:00Z,0.051912568,2.339,0.02030313,0.025,0.002142,0.000005,0.000127,0.179142696
2015/3/9,10000041,2.45,0.0271,3167,2015-03-25T00:00:00Z,0.043715847,2.397,0.02030313,0.025,0.024797,0.000615,0.000157,0.198654665
2015/3/10,10000005,2.4,0.0297,1566,2015-03-25T00:00:00Z,0.040983607,2.359,0.02030313,0.025,-0.015853,0.000251,0.000162,0.202227222
2015/3/11,10000005,2.4,0.0307,1270,2015-03-25T00:00:00Z,0.038251366,2.374,0.02030313,0.025,0.006359,0.00004,0.000155,0.197619412
2015/3/12,10000005,2.4,0.0699,2233,2015-03-25T00:00:00Z,0.035519126,2.448,0.02030313,0.025,0.031171,0.000972,0.000204,0.226718567
2015/3/13,10000049,2.5,0.0205,1538,2015-03-25T00:00:00Z,0.032786885,2.455,0.02030313,0.025,0.002859,0.000008,0.000192,0.220092846
2015/3/16,10000057,2.55,0.0166,2009,2015-03-25T00:00:00Z,0.024590164,2.51,0.02030313,0.025,0.022403,0.000502,0.000211,0.230484767
2015/3/17,10000057,2.55,0.0273,2044,2015-03-25T00:00:00Z,0.021857923,2.543,0.02030313,0.025,0.013147,0.000173,0.000209,0.229236543
2015/3/18,10000065,2.6,0.0363,2024,2015-03-25T00:00:00Z,0.019125683,2.611,0.02030313,0.025,0.02674,0.000715,0.000239,0.245372581
2015/3/19,10000057,2.55,0.0526,1578,2015-03-25T00:00:00Z,0.016393443,2.587,0.02030313,0.025,-0.009192,0.000084,0.00023,0.240567538
2015/3/20,10000073,2.65,0.0237,2887,2015-03-25T00:00:00Z,0.013661202,2.635,0.02030313,0.025,0.018554,0.000344,0.000237,0.24414263
2015/3/23,10000081,2.7,0.0111,2459,2015-03-25T00:00:00Z,0.005464481,2.676,0.02030313,0.025,0.01556,0.000242,0.000237,0.24431524
2015/3/24,10000073,2.65,0.0118,2969,2015-03-25T00:00:00Z,0.00273224,2.638,0.02030313,0.025,-0.0142,0.000202,0.000235,0.243223078
2015/3/25,10000065,2.6,0.0038,2887,2015-03-25T00:00:00Z,0,2.604,0.02030313,0.025,-0.012889,0.000166,0.000231,0.241080221
2015/3/26,10000099,2.8,0.027,1166,2015-04-22T00:00:00Z,0.073770492,2.643,0.02030313,0.025,0.014977,0.000224,0.00023,0.240881816
2015/3/27,10000034,2.35,0.3947,1937,2015-09-23T00:00:00Z,0.491803279,2.649,0.02030313,0.025,0.00227,0.000005,0.000217,0.233710351
2015/3/30,10000099,2.8,0.0567,1312,2015-04-22T00:00:00Z,0.06284153,2.74,0.02030313,0.025,0.034353,0.00118,0.000275,0.263033098
2015/3/31,10000099,2.8,0.0477,2081,2015-04-22T00:00:00Z,0.06010929,2.707,0.02030313,0.025,-0.012044,0.000145,0.000267,0.259284453
2015/4/1,10000091,2.75,0.0905,2244,2015-04-22T00:00:00Z,0.057377049,2.753,0.02030313,0.025,0.016993,0.000289,0.000268,0.259924594
2015/4/2,10000117,2.85,0.0522,2296,2015-04-22T00:00:00Z,0.054644809,2.739,0.02030313,0.025,-0.005085,0.000026,0.000254,0.252780861
2015/4/3,10000117,2.85,0.0601,1789,2015-04-22T00:00:00Z,0.051912568,2.773,0.02030313,0.025,0.012413,0.000154,0.000248,0.249788132
2015/4/7,10000117,2.85,0.0757,2741,2015-04-22T00:00:00Z,0.040983607,2.842,0.02030313,0.025,0.024883,0.000619,0.00027,0.260791234
2015/4/8,10000117,2.85,0.1092,3645,2015-04-22T00:00:00Z,0.038251366,2.898,0.02030313,0.025,0.019704,0.000388,0.000277,0.264200503
2015/4/9,10000143,3,0.0485,3021,2015-04-22T00:00:00Z,0.035519126,2.877,0.02030313,0.025,-0.007246,0.000053,0.000264,0.257696997
2015/4/10,10000143,3,0.0604,1685,2015-04-22T00:00:00Z,0.032786885,2.936,0.02030313,0.025,0.020507,0.000421,0.000273,0.262263401
2015/4/13,10000151,3.1,0.0382,2359,2015-04-22T00:00:00Z,0.024590164,2.991,0.02030313,0.025,0.018733,0.000351,0.000278,0.264501681
2015/4/14,10000159,3.2,0.0133,2703,2015-04-22T00:00:00Z,0.021857923,2.999,0.02030313,0.025,0.002675,0.000007,0.000261,0.256654708
2015/4/15,10000151,3.1,0.03,3715,2015-04-22T00:00:00Z,0.019125683,3.011,0.02030313,0.025,0.004001,0.000016,0.000247,0.249321924
2015/4/16,10000151,3.1,0.0799,3909,2015-04-22T00:00:00Z,0.016393443,3.145,0.02030313,0.025,0.044503,0.001981,0.000351,0.297284055
2015/4/17,10000159,3.2,0.0531,4334,2015-04-22T00:00:00Z,0.013661202,3.185,0.02030313,0.025,0.012719,0.000162,0.000339,0.292439728
2015/4/20,10000159,3.2,0.0068,4499,2015-04-22T00:00:00Z,0.005464481,3.103,0.02030313,0.025,-0.025746,0.000663,0.000359,0.300685681
2015/4/21,10000151,3.1,0.0403,3267,2015-04-22T00:00:00Z,0.00273224,3.141,0.02030313,0.025,0.012246,0.00015,0.000346,0.29538908
2015/4/22,10000159,3.2,0.0201,2438,2015-04-22T00:00:00Z,0,3.241,0.02030313,0.025,0.031837,0.001014,0.000386,0.312001555
2015/4/23,10000161,3.2,0.1937,2580,2015-05-27T00:00:00Z,0.092896175,3.212,0.02030313,0.025,-0.008948,0.00008,0.000368,0.304491119
2015/4/24,10000161,3.2,0.167,3430,2015-05-27T00:00:00Z,0.090163934,3.171,0.02030313,0.025,-0.012765,0.000163,0.000356,0.29935855
2015/4/27,10000161,3.2,0.199,2570,2015-05-27T00:00:00Z,0.081967213,3.255,0.02030313,0.025,0.02649,0.000702,0.000376,0.307975112
2015/4/28,10000177,3.4,0.0999,3091,2015-05-27T00:00:00Z,0.079234973,3.228,0.02030313,0.025,-0.008295,0.000069,0.000358,0.300329976
2015/4/29,10000161,3.2,0.1781,1902,2015-05-27T00:00:00Z,0.076502732,3.22,0.02030313,0.025,-0.002478,0.000006,0.000337,0.291340139
2015/4/30,10000193,3.5,0.0636,1902,2015-05-27T00:00:00Z,0.073770492,3.198,0.02030313,0.025,-0.006832,0.000047,0.000319,0.283711364
2015/5/4,10000161,3.2,0.1508,2117,2015-05-27T00:00:00Z,0.06284153,3.211,0.02030313,0.025,0.004065,0.000017,0.000301,0.275522161
2015/5/5,10000177,3.4,0.0416,3803,2015-05-27T00:00:00Z,0.06010929,3.096,0.02030313,0.025,-0.035814,0.001283,0.00036,0.301250211
2015/5/6,10000161,3.2,0.081,4757,2015-05-27T00:00:00Z,0.057377049,3.083,0.02030313,0.025,-0.004199,0.000018,0.00034,0.292528928
2015/5/7,10000161,3.2,0.075,5385,2015-05-27T00:00:00Z,0.054644809,3.045,0.02030313,0.025,-0.012326,0.000152,0.000328,0.287638386
2015/5/8,10000153,3.1,0.103,4612,2015-05-27T00:00:00Z,0.051912568,3.055,0.02030313,0.025,0.003284,0.000011,0.000309,0.279167982
2015/5/11,10000161,3.2,0.0694,4616,2015-05-27T00:00:00Z,0.043715847,3.11,0.02030313,0.0225,0.018003,0.000324,0.00031,0.279569916
2015/5/12,10000153,3.1,0.1199,7177,2015-05-27T00:00:00Z,0.040983607,3.129,0.02030313,0.0225,0.006109,0.000037,0.000294,0.272092107
2015/5/13,10000161,3.2,0.0531,4288,2015-05-27T00:00:00Z,0.038251366,3.084,0.02030313,0.0225,-0.014382,0.000207,0.000289,0.269665237
2015/5/14,10000161,3.2,0.0373,3850,2015-05-27T00:00:00Z,0.035519126,3.073,0.02030313,0.0225,-0.003567,0.000013,0.000272,0.261817755
2015/5/15,10000153,3.1,0.0388,5852,2015-05-27T00:00:00Z,0.032786885,3.006,0.02030313,0.0225,-0.021803,0.000475,0.000284,0.267624921
2015/5/18,10000153,3.1,0.0175,9927,2015-05-27T00:00:00Z,0.024590164,2.946,0.02030313,0.0225,-0.01996,0.000398,0.000291,0.270831299
2015/5/19,10000153,3.1,0.053,7386,2015-05-27T00:00:00Z,0.021857923,3.066,0.02030313,0.0225,0.040733,0.001659,0.000373,0.30665228
2015/5/20,10000153,3.1,0.0497,5744,2015-05-27T00:00:00Z,0.019125683,3.066,0.02030313,0.0225,0,0,0.000351,0.297310417
2015/5/21,10000155,3.1,0.151,6126,2015-06-24T00:00:00Z,0.092896175,3.104,0.02030313,0.0225,0.012394,0.000154,0.000339,0.29225413
2015/5/22,10000161,3.2,0.0514,6987,2015-05-27T00:00:00Z,0.013661202,3.199,0.02030313,0.0225,0.030606,0.000937,0.000375,0.307328388
2015/5/25,10000153,3.1,0.199,7453,2015-05-27T00:00:00Z,0.005464481,3.303,0.02030313,0.0225,0.03251,0.001057,0.000416,0.323672952
2015/5/26,10000161,3.2,0.12,6184,2015-05-27T00:00:00Z,0.00273224,3.32,0.02030313,0.0225,0.005147,0.000026,0.000392,0.314450087
2015/5/27,10000169,3.3,1.00E-04,5449,2015-05-27T00:00:00Z,0,3.285,0.02030313,0.0225,-0.010542,0.000111,0.000376,0.307614242
2015/5/28,10000171,3.3,0.0785,8092,2015-06-24T00:00:00Z,0.073770492,3.079,0.02030313,0.0225,-0.062709,0.003932,0.000589,0.385237123
2015/5/29,10000195,3.5,0.043,11957,2015-06-24T00:00:00Z,0.071038251,3.066,0.02030313,0.0225,-0.004222,0.000018,0.000555,0.373861899
2015/6/1,10000195,3.5,0.0796,5101,2015-06-24T00:00:00Z,0.06284153,3.198,0.02030313,0.0225,0.043053,0.001854,0.000633,0.399264304
2015/6/2,10000195,3.5,0.083,6306,2015-06-24T00:00:00Z,0.06010929,3.209,0.02030313,0.0225,0.00344,0.000012,0.000595,0.387332097
2015/6/3,10000171,3.3,0.1261,5101,2015-06-24T00:00:00Z,0.057377049,3.191,0.02030313,0.0225,-0.005609,0.000031,0.000562,0.37616527
2015/6/4,10000163,3.2,0.1844,7348,2015-06-24T00:00:00Z,0.054644809,3.259,0.02030313,0.0225,0.02131,0.000454,0.000555,0.374000648
2015/6/5,10000171,3.3,0.1398,6926,2015-06-24T00:00:00Z,0.051912568,3.254,0.02030313,0.0225,-0.001534,0.000002,0.000522,0.362656153
2015/6/8,10000195,3.5,0.1154,11078,2015-06-24T00:00:00Z,0.043715847,3.427,0.02030313,0.0225,0.053165,0.002827,0.00066,0.407879633
2015/6/9,10000195,3.5,0.0998,9042,2015-06-24T00:00:00Z,0.040983607,3.361,0.02030313,0.0225,-0.019259,0.000371,0.000643,0.402482164
2015/6/10,10000171,3.3,0.1497,5794,2015-06-24T00:00:00Z,0.038251366,3.32,0.02030313,0.0225,-0.012199,0.000149,0.000613,0.393093345
2015/6/11,10000171,3.3,0.1346,8561,2015-06-24T00:00:00Z,0.035519126,3.3,0.02030313,0.0225,-0.006024,0.000036,0.000579,0.381837317
2015/6/12,10000171,3.3,0.124,5417,2015-06-24T00:00:00Z,0.032786885,3.313,0.02030313,0.0225,0.003939,0.000016,0.000545,0.37052179
2015/6/15,10000171,3.3,0.0572,8635,2015-06-24T00:00:00Z,0.024590164,3.216,0.02030313,0.0225,-0.029279,0.000857,0.000564,0.376842974
2015/6/16,10000163,3.2,0.0621,8162,2015-06-24T00:00:00Z,0.021857923,3.148,0.02030313,0.0225,-0.021144,0.000447,0.000557,0.374499462
2015/6/17,10000171,3.3,0.0407,6660,2015-06-24T00:00:00Z,0.019125683,3.175,0.02030313,0.0225,0.008577,0.000074,0.000528,0.364619151
2015/6/18,10000171,3.3,0.0075,7825,2015-06-24T00:00:00Z,0.016393443,3.042,0.02030313,0.0225,-0.04189,0.001755,0.000601,0.389232774
2015/6/19,10000155,3.1,0.0088,5734,2015-06-24T00:00:00Z,0.013661202,2.874,0.02030313,0.0225,-0.055227,0.00305,0.000748,0.434198176
2015/6/23,10000218,3,0.2053,6287,2015-07-22T00:00:00Z,0.079234973,2.976,0.02030313,0.0225,0.035491,0.00126,0.000779,0.443013847
2015/6/24,10000218,3,0.2004,7347,2015-07-22T00:00:00Z,0.076502732,3.018,0.02030313,0.0225,0.014113,0.000199,0.000744,0.433009358
2015/6/25,10000218,3,0.1406,8616,2015-07-22T00:00:00Z,0.073770492,2.919,0.02030313,0.0225,-0.032803,0.001076,0.000764,0.438767745
2015/6/26,10000218,3,0.105,9899,2015-07-22T00:00:00Z,0.071038251,2.686,0.02030313,0.0225,-0.079822,0.006372,0.0011,0.52659626
2015/6/29,10000231,2.75,0.1813,12236,2015-07-22T00:00:00Z,0.06284153,2.66,0.02030313,0.02,-0.00968,0.000094,0.00104,0.511939579
2015/6/30,10000231,2.75,0.2436,9624,2015-07-22T00:00:00Z,0.06010929,2.851,0.02030313,0.02,0.071805,0.005156,0.001287,0.569485933
2015/7/1,10000232,2.8,0.1405,6654,2015-07-22T00:00:00Z,0.057377049,2.728,0.02030313,0.02,-0.043143,0.001861,0.001321,0.577059956
2015/7/2,10000232,2.8,0.1336,9020,2015-07-22T00:00:00Z,0.054644809,2.684,0.02030313,0.02,-0.016129,0.00026,0.001258,0.562984639
2015/7/3,10000231,2.75,0.1102,8561,2015-07-22T00:00:00Z,0.051912568,2.579,0.02030313,0.02,-0.039121,0.00153,0.001274,0.566634546
2015/7/6,10000231,2.75,0.159,10372,2015-07-22T00:00:00Z,0.043715847,2.742,0.02030313,0.02,0.063203,0.003995,0.001437,0.601837578
2015/7/7,10000231,2.75,0.1447,8470,2015-07-22T00:00:00Z,0.040983607,2.79,0.02030313,0.02,0.017505,0.000306,0.001369,0.58746009
2015/7/8,10000231,2.75,0.046,8786,2015-07-22T00:00:00Z,0.038251366,2.604,0.02030313,0.02,-0.066667,0.004444,0.001554,0.625781748
2015/7/9,10000257,2.7,0.1619,9264,2015-07-22T00:00:00Z,0.035519126,2.792,0.02030313,0.02,0.072197,0.005212,0.001773,0.668518804
2015/7/10,10000218,3,0.0878,14373,2015-07-22T00:00:00Z,0.032786885,2.905,0.02030313,0.02,0.040473,0.001638,0.001765,0.666985458
2015/7/13,10000229,2.9,0.0906,7862,2015-07-22T00:00:00Z,0.024590164,2.862,0.02030313,0.02,-0.014802,0.000219,0.001673,0.649222793
2015/7/14,10000231,2.75,0.0781,9526,2015-07-22T00:00:00Z,0.021857923,2.762,0.02030313,0.02,-0.034941,0.001221,0.001645,0.643940996
2015/7/15,10000257,2.7,0.0584,9080,2015-07-22T00:00:00Z,0.019125683,2.749,0.02030313,0.02,-0.004707,0.000022,0.001548,0.624592158
2015/7/16,10000257,2.7,0.0678,6944,2015-07-22T00:00:00Z,0.016393443,2.74,0.02030313,0.02,-0.003274,0.000011,0.001456,0.605698363
2015/7/17,10000231,2.75,0.073,8208,2015-07-22T00:00:00Z,0.013661202,2.803,0.02030313,0.02,0.022993,0.000529,0.0014,0.594013199
2015/7/20,10000232,2.8,0.0249,7986,2015-07-22T00:00:00Z,0.005464481,2.777,0.02030313,0.02,-0.009276,0.000086,0.001321,0.577045496
2015/7/21,10000232,2.8,0.0057,7174,2015-07-22T00:00:00Z,0.00273224,2.768,0.02030313,0.02,-0.003241,0.000011,0.001243,0.55960828
2015/7/22,10000251,2.8,0.065,6228,2015-08-26T00:00:00Z,0.095628415,2.737,0.02030313,0.02,-0.011199,0.000125,0.001176,0.544305244
2015/7/23,10000251,2.8,0.0809,9972,2015-08-26T00:00:00Z,0.092896175,2.794,0.02030313,0.02,0.020826,0.000434,0.001131,0.533900564
2015/7/24,10000251,2.8,0.0576,8668,2015-08-26T00:00:00Z,0.090163934,2.745,0.02030313,0.02,-0.017538,0.000308,0.001082,0.522108449
2015/7/27,10000251,2.8,0.0199,8733,2015-08-26T00:00:00Z,0.081967213,2.494,0.02030313,0.02,-0.091439,0.008361,0.001518,0.618596019
2015/7/28,10000283,2.5,0.1065,14118,2015-08-26T00:00:00Z,0.079234973,2.484,0.02030313,0.02,-0.00401,0.000016,0.001428,0.599953713
2015/7/29,10000283,2.5,0.1297,9047,2015-08-26T00:00:00Z,0.076502732,2.534,0.02030313,0.02,0.020129,0.000405,0.001367,0.586919036
2015/7/30,10000283,2.5,0.07,9636,2015-08-26T00:00:00Z,0.073770492,2.469,0.02030313,0.02,-0.025651,0.000658,0.001324,0.577714629
2015/7/31,10000283,2.5,0.0747,10788,2015-08-26T00:00:00Z,0.071038251,2.462,0.02030313,0.02,-0.002835,0.000008,0.001245,0.560223596
2015/8/3,10000283,2.5,0.064,9217,2015-08-26T00:00:00Z,0.06284153,2.478,0.02030313,0.02,0.006499,0.000042,0.001173,0.543744452
2015/8/4,10000283,2.5,0.0945,10781,2015-08-26T00:00:00Z,0.06010929,2.54,0.02030313,0.02,0.02502,0.000626,0.00114,0.536081904
2015/8/5,10000283,2.5,0.077,10652,2015-08-26T00:00:00Z,0.057377049,2.491,0.02030313,0.02,-0.019291,0.000372,0.001094,0.525135958
2015/8/6,10000283,2.5,0.074,13687,2015-08-26T00:00:00Z,0.054644809,2.471,0.02030313,0.02,-0.008029,0.000064,0.001033,0.510094494
2015/8/7,10000283,2.5,0.0817,6282,2015-08-26T00:00:00Z,0.051912568,2.504,0.02030313,0.02,0.013355,0.000178,0.000981,0.497273887
2015/8/10,10000283,2.5,0.1294,12612,2015-08-26T00:00:00Z,0.043715847,2.616,0.02030313,0.02,0.044728,0.002001,0.001042,0.512536836
2015/8/11,10000283,2.5,0.12,10146,2015-08-26T00:00:00Z,0.040983607,2.59,0.02030313,0.02,-0.009939,0.000099,0.000986,0.498423444
2015/8/12,10000283,2.5,0.1002,8109,2015-08-26T00:00:00Z,0.038251366,2.564,0.02030313,0.02,-0.010039,0.000101,0.000933,0.48481344
2015/8/13,10000283,2.5,0.1007,9923,2015-08-26T00:00:00Z,0.035519126,2.576,0.02030313,0.02,0.00468,0.000022,0.000878,0.470396235
2015/8/14,10000283,2.5,0.085,7914,2015-08-26T00:00:00Z,0.032786885,2.575,0.02030313,0.02,-0.000388,0,0.000825,0.456068569
2015/8/17,10000283,2.5,0.0545,10845,2015-08-26T00:00:00Z,0.024590164,2.548,0.02030313,0.02,-0.010485,0.00011,0.000782,0.444050658
2015/8/18,10000283,2.5,0.0093,13696,2015-08-26T00:00:00Z,0.021857923,2.41,0.02030313,0.02,-0.05416,0.002933,0.000912,0.479272275
2015/8/19,10000283,2.5,0.0121,12102,2015-08-26T00:00:00Z,0.019125683,2.427,0.02030313,0.02,0.007054,0.00005,0.00086,0.465480549
2015/8/20,10000299,2.4,0.016,8183,2015-08-26T00:00:00Z,0.016393443,2.361,0.02030313,0.02,-0.027194,0.00074,0.000853,0.463522722
2015/8/21,10000035,2.4,0.0411,10089,2015-09-23T00:00:00Z,0.090163934,2.274,0.02030313,0.02,-0.036849,0.001358,0.000883,0.471691168
2015/8/24,10000031,2.2,0.0734,15450,2015-09-23T00:00:00Z,0.081967213,2.047,0.02030313,0.02,-0.099824,0.009965,0.001428,0.599842935
2015/8/25,10000031,2.2,0.057,12859,2015-09-23T00:00:00Z,0.079234973,1.886,0.02030313,0.02,-0.078652,0.006186,0.001713,0.657081805
2015/8/26,10000357,1.95,0.114,15510,2015-09-23T00:00:00Z,0.076502732,1.946,0.02030313,0.0175,0.031813,0.001012,0.001671,0.648963719
2015/8/27,10000358,2,0.1509,16770,2015-09-23T00:00:00Z,0.073770492,2.11,0.02030313,0.0175,0.084275,0.007102,0.001997,0.709416799
2015/8/28,10000031,2.2,0.087,15223,2015-09-23T00:00:00Z,0.071038251,2.168,0.02030313,0.0175,0.027488,0.000756,0.001923,0.69606071
2015/8/31,10000031,2.2,0.0827,13073,2015-09-23T00:00:00Z,0.06284153,2.209,0.02030313,0.0175,0.018911,0.000358,0.001829,0.678850526
2015/9/1,10000031,2.2,0.075,15928,2015-09-23T00:00:00Z,0.06010929,2.228,0.02030313,0.0175,0.008601,0.000074,0.001723,0.659019223
2015/9/2,10000031,2.2,0.0585,17790,2015-09-23T00:00:00Z,0.057377049,2.236,0.02030313,0.0175,0.003591,0.000013,0.001621,0.639095373
2015/9/7,10000031,2.2,0.062,15509,2015-09-23T00:00:00Z,0.043715847,2.14,0.02030313,0.0175,-0.042934,0.001843,0.001634,0.641722059
2015/9/8,10000031,2.2,0.0664,12882,2015-09-23T00:00:00Z,0.040983607,2.177,0.02030313,0.0175,0.01729,0.000299,0.001554,0.62579442
2015/9/9,10000031,2.2,0.0723,13180,2015-09-23T00:00:00Z,0.038251366,2.209,0.02030313,0.0175,0.014699,0.000216,0.001474,0.609416467
2015/9/10,10000031,2.2,0.059,8446,2015-09-23T00:00:00Z,0.035519126,2.206,0.02030313,0.0175,-0.001358,0.000002,0.001385,0.590874785
2015/9/11,10000031,2.2,0.0584,9962,2015-09-23T00:00:00Z,0.032786885,2.193,0.02030313,0.0175,-0.005893,0.000035,0.001304,0.573332463
2015/9/14,10000031,2.2,0.0385,14360,2015-09-23T00:00:00Z,0.024590164,2.223,0.02030313,0.0175,0.01368,0.000187,0.001237,0.558405815
2015/9/15,10000031,2.2,0.036,10063,2015-09-23T00:00:00Z,0.021857923,2.167,0.02030313,0.0175,-0.025191,0.000635,0.001201,0.550184622
2015/9/16,10000031,2.2,0.0609,13450,2015-09-23T00:00:00Z,0.019125683,2.242,0.02030313,0.0175,0.03461,0.001198,0.001201,0.550138635
2015/9/17,10000031,2.2,0.0444,12185,2015-09-23T00:00:00Z,0.016393443,2.198,0.02030313,0.0175,-0.019625,0.000385,0.001152,0.538810626
2015/9/18,10000031,2.2,0.0316,8138,2015-09-23T00:00:00Z,0.013661202,2.198,0.02030313,0.0175,0,0,0.001083,0.522396284
2015/9/21,10000031,2.2,0.0268,7254,2015-09-23T00:00:00Z,0.005464481,2.212,0.02030313,0.0175,0.006369,0.000041,0.00102,0.507087189
2015/9/22,10000031,2.2,0.0381,10108,2015-09-23T00:00:00Z,0.00273224,2.237,0.02030313,0.0175,0.011302,0.000128,0.000967,0.493599559
2015/9/23,10000417,2.2,0.0765,9435,2015-10-28T00:00:00Z,0.095628415,2.18,0.02030313,0.0175,-0.025481,0.000649,0.000948,0.488711453
2015/9/24,10000417,2.2,0.0768,6885,2015-10-28T00:00:00Z,0.092896175,2.187,0.02030313,0.0175,0.003211,0.00001,0.000892,0.473987813
2015/9/25,10000417,2.2,0.0572,9390,2015-10-28T00:00:00Z,0.090163934,2.171,0.02030313,0.0175,-0.007316,0.000054,0.000841,0.460427901
2015/9/28,10000417,2.2,0.0511,6759,2015-10-28T00:00:00Z,0.081967213,2.174,0.02030313,0.0175,0.001382,0.000002,0.000791,0.446433749
2015/9/29,10000417,2.2,0.0285,7591,2015-10-28T00:00:00Z,0.079234973,2.127,0.02030313,0.0175,-0.021619,0.000467,0.000771,0.440921533
2015/9/30,10000417,2.2,0.0345,6861,2015-10-28T00:00:00Z,0.076502732,2.147,0.02030313,0.0175,0.009403,0.000088,0.00073,0.429050023
2015/10/8,10000417,2.2,0.0541,9615,2015-10-28T00:00:00Z,0.054644809,2.196,0.02030313,0.0175,0.022823,0.000521,0.000718,0.425340356
2015/10/9,10000417,2.2,0.0613,8369,2015-10-28T00:00:00Z,0.051912568,2.221,0.02030313,0.0175,0.011384,0.00013,0.000683,0.414751916
2015/10/12,10000425,2.35,0.033,22925,2015-10-28T00:00:00Z,0.043715847,2.288,0.02030313,0.0175,0.030167,0.00091,0.000696,0.418876538
2015/10/13,10000425,2.35,0.0326,9669,2015-10-28T00:00:00Z,0.040983607,2.279,0.02030313,0.0175,-0.003934,0.000015,0.000655,0.406403804
2015/10/14,10000425,2.35,0.0194,9378,2015-10-28T00:00:00Z,0.038251366,2.258,0.02030313,0.0175,-0.009215,0.000085,0.000621,0.395648862
2015/10/15,10000417,2.2,0.1122,10150,2015-10-28T00:00:00Z,0.035519126,2.304,0.02030313,0.0175,0.020372,0.000415,0.000609,0.391689705
2015/10/16,10000423,2.3,0.047,12459,2015-10-28T00:00:00Z,0.032786885,2.322,0.02030313,0.0175,0.007813,0.000061,0.000576,0.380970376
2015/10/19,10000423,2.3,0.046,10159,2015-10-28T00:00:00Z,0.024590164,2.32,0.02030313,0.0175,-0.000861,0.000001,0.000541,0.369379667
2015/10/20,10000417,2.2,0.122,7959,2015-10-28T00:00:00Z,0.021857923,2.341,0.02030313,0.0175,0.009052,0.000082,0.000514,0.359852325
2015/10/21,10000425,2.35,0.0199,18320,2015-10-28T00:00:00Z,0.019125683,2.32,0.02030313,0.0175,-0.008971,0.00008,0.000488,0.350629128
2015/10/22,10000423,2.3,0.0433,8049,2015-10-28T00:00:00Z,0.016393443,2.333,0.02030313,0.0175,0.005603,0.000031,0.00046,0.340645102
2015/10/23,10000423,2.3,0.05,8726,2015-10-28T00:00:00Z,0.013661202,2.35,0.02030313,0.0175,0.007287,0.000053,0.000436,0.331480866
2015/10/26,10000425,2.35,0.0185,13055,2015-10-28T00:00:00Z,0.005464481,2.35,0.02030313,0.015,0,0,0.00041,0.321382623
2015/10/27,10000431,2.3,0.0854,10737,2015-11-25T00:00:00Z,0.079234973,2.348,0.02030313,0.015,-0.000851,0.000001,0.000385,0.311609587
2015/10/28,10000431,2.3,0.067,11503,2015-11-25T00:00:00Z,0.076502732,2.308,0.02030313,0.015,-0.017036,0.00029,0.00038,0.3092937
2015/10/29,10000431,2.3,0.0684,9876,2015-11-25T00:00:00Z,0.073770492,2.311,0.02030313,0.015,0.0013,0.000002,0.000357,0.29991396
2015/10/30,10000431,2.3,0.0606,10685,2015-11-25T00:00:00Z,0.071038251,2.31,0.02030313,0.015,-0.000433,0,0.000336,0.290782241
